proposal_uid,source_type,source_group,lda_topic,lda_topic_prob_0,lda_topic_prob_1,lda_topic_prob_2,lda_topic_prob_3,lda_topic_prob_4,cross_source_group
one_at_a_time::gemini-3.1-pro-preview::20,ai,all-ai-one-at-a-time,3,0.001840334333401795,0.0018505670369333258,0.001856567384300074,0.7799946222530791,0.21445790899228562,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::21,ai,all-ai-one-at-a-time,3,0.002137958716959788,0.002126797442469576,0.37751114033725436,0.5167333300449644,0.10149077345835197,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::22,ai,all-ai-one-at-a-time,3,0.001774793894010189,0.165360285997663,0.0017767503927740393,0.8293071461032884,0.0017810236122644686,all-ai-one-at-a-time
one_at_a_time::gemini-3.1-pro-preview::23,ai,all-ai-one-at-a-time,3,0.3100661104481499,0.0017957707141068322,0.0017984907438871201,0.6845480048067911,0.001791623287064878,all-ai-one-at-a-time
persona::claude-sonnet-5::01,ai,all-ai-persona,3,0.002353919749586417,0.002362956911354795,0.002347686972535559,0.7376435740083546,0.2552918623581686,all-ai-persona
persona::claude-sonnet-5::02,ai,all-ai-persona,1,0.35118218307424004,0.643380836835301,0.0018138698912436944,0.001808045737746612,0.001815064461468595,all-ai-persona
persona::claude-sonnet-5::03,ai,all-ai-persona,2,0.0024437421166136463,0.0024414231223536015,0.9901969984352812,0.0024425985545398245,0.002475237771211739,all-ai-persona
persona::claude-sonnet-5::04,ai,all-ai-persona,3,0.0020511162153816756,0.0020519990622340327,0.0020504805806736493,0.991780095549437,0.002066308592273687,all-ai-persona
persona::claude-sonnet-5::05,ai,all-ai-persona,4,0.0024369448566611035,0.0024675117418286444,0.0024473266165217313,0.002458486867454546,0.9901897299175341,all-ai-persona
persona::claude-sonnet-5::06,ai,all-ai-persona,3,0.0019658974552882193,0.0019579507944106167,0.0019453890109858499,0.9921769139948137,0.001953848744501559,all-ai-persona
persona::claude-sonnet-5::07,ai,all-ai-persona,3,0.001874965848670128,0.0018733512188072743,0.36681144613820416,0.5032830692038359,0.12615716759048246,all-ai-persona
persona::claude-sonnet-5::08,ai,all-ai-persona,4,0.0025634505755567456,0.0025595964332026148,0.0025693092654329487,0.00256376479663656,0.989743878929171,all-ai-persona
persona::claude-sonnet-5::09,ai,all-ai-persona,1,0.3197027471084011,0.3501676593318584,0.002298230609955189,0.002289950717767951,0.3255414122320173,all-ai-persona
persona::claude-sonnet-5::10,ai,all-ai-persona,0,0.713484044942308,0.002314184206959047,0.0023343700277444453,0.2795205065584967,0.002346894264491767,all-ai-persona
persona::claude-sonnet-5::11,ai,all-ai-persona,1,0.0018291473497140528,0.992647570864254,0.001853738462755397,0.0018395930247557442,0.0018299502985207083,all-ai-persona
persona::claude-sonnet-5::12,ai,all-ai-persona,4,0.002075889237066268,0.002076862916502484,0.0020847658617527145,0.002079909145853975,0.9916825728388247,all-ai-persona
persona::claude-sonnet-5::13,ai,all-ai-persona,4,0.0019511382314160025,0.001963987040247084,0.0019634047481518393,0.0019527278148539849,0.992168742165331,all-ai-persona
persona::claude-sonnet-5::14,ai,all-ai-persona,4,0.0020985133997138018,0.41095733881663604,0.0020860997388322837,0.0020922510208404932,0.5827657970239772,all-ai-persona
persona::claude-sonnet-5::15,ai,all-ai-persona,1,0.002046435975251151,0.6942688490005344,0.0020538192541389682,0.29958066453112076,0.0020502312389547965,all-ai-persona
persona::claude-sonnet-5::16,ai,all-ai-persona,4,0.39514989235820436,0.0018732662022790184,0.0018960904215221512,0.0018902048414992756,0.5991905461764953,all-ai-persona
persona::claude-sonnet-5::17,ai,all-ai-persona,3,0.0024890857844256124,0.0024610360601541805,0.0024699550048367805,0.5476961517333564,0.44488377141722696,all-ai-persona
persona::claude-sonnet-5::18,ai,all-ai-persona,1,0.002215975397173159,0.5075614372840491,0.4857781700178619,0.0022230940845699276,0.0022213232163460638,all-ai-persona
persona::claude-sonnet-5::19,ai,all-ai-persona,2,0.00208667154524203,0.0020655068940964943,0.7335815572736737,0.0020600257767718917,0.26020623851021607,all-ai-persona
persona::claude-sonnet-5::20,ai,all-ai-persona,2,0.0025474691777040395,0.0025656736944875296,0.8468412911545372,0.0025595225578667045,0.14548604341540464,all-ai-persona
persona::claude-sonnet-5::21,ai,all-ai-persona,4,0.0019379642579703694,0.0019444311452216294,0.0019385247869427023,0.0019254505022541465,0.9922536293076112,all-ai-persona
persona::claude-sonnet-5::22,ai,all-ai-persona,0,0.8145949451253439,0.17964546205474405,0.0019148042364502094,0.0019188259844873494,0.0019259625989745813,all-ai-persona
persona::claude-sonnet-5::23,ai,all-ai-persona,2,0.0025292679721286605,0.0025387092288139345,0.9898519088444866,0.0025211945953919866,0.002558919359178792,all-ai-persona
persona::gpt-5.5::01,ai,all-ai-persona,4,0.0025139968788084775,0.0025198873698005753,0.002506575213135207,0.002523533450824851,0.9899360070874309,all-ai-persona
persona::gpt-5.5::02,ai,all-ai-persona,0,0.9925101584334084,0.001873263900053799,0.0018720312356926099,0.0018751622933452729,0.0018693841375000727,all-ai-persona
persona::gpt-5.5::03,ai,all-ai-persona,2,0.002002315303978194,0.00199691444012993,0.9920038096309,0.001987288473118595,0.0020096721518733348,all-ai-persona
persona::gpt-5.5::04,ai,all-ai-persona,4,0.001860113485962528,0.30841256784119203,0.2370748960289263,0.0018729888541370943,0.45077943378978214,all-ai-persona
persona::gpt-5.5::05,ai,all-ai-persona,1,0.0018120946329991273,0.5555365015302117,0.4390247451494086,0.001813885970170237,0.0018127727172103474,all-ai-persona
persona::gpt-5.5::06,ai,all-ai-persona,2,0.0018970280065573198,0.0019080798183620869,0.9923766613480873,0.0019090854426776218,0.0019091453843157347,all-ai-persona
persona::gpt-5.5::07,ai,all-ai-persona,3,0.00192462736030527,0.001935764146460504,0.44084563214410183,0.5533604008656734,0.0019335754834590318,all-ai-persona
persona::gpt-5.5::08,ai,all-ai-persona,1,0.14748994003105806,0.5167402443451727,0.0022894801758544183,0.33156698198353807,0.001913353464376772,all-ai-persona
persona::gpt-5.5::09,ai,all-ai-persona,1,0.21378338427024418,0.7806360076206533,0.0018688939565036419,0.0018551279781109742,0.0018565861744878097,all-ai-persona
persona::gpt-5.5::10,ai,all-ai-persona,0,0.9903281997390105,0.002418603890974492,0.002424983340576635,0.0024079041480500225,0.0024203088813882713,all-ai-persona
persona::gpt-5.5::11,ai,all-ai-persona,2,0.002347365904934041,0.016571248750428265,0.9763766352431839,0.0023481457239308274,0.0023566043775229265,all-ai-persona
persona::gpt-5.5::12,ai,all-ai-persona,4,0.0018151716548964873,0.0018250175134904636,0.0018401581851345003,0.0018250271366651093,0.9926946255098135,all-ai-persona
persona::gpt-5.5::13,ai,all-ai-persona,1,0.0019112913852255223,0.9923347474307351,0.001920006287593902,0.0019107846412544367,0.001923170255190965,all-ai-persona
persona::gpt-5.5::14,ai,all-ai-persona,4,0.0019242601898579981,0.3272025484829387,0.0019129710953398737,0.0019140476979799777,0.6670461725338833,all-ai-persona
persona::gpt-5.5::15,ai,all-ai-persona,1,0.0019807729664231993,0.6798566712861019,0.1936034739825249,0.12256008505043195,0.001998996714518188,all-ai-persona
persona::gpt-5.5::16,ai,all-ai-persona,2,0.17061143108583943,0.001980385921369164,0.8232683961436174,0.002166359802519465,0.0019734270466546175,all-ai-persona
persona::gpt-5.5::17,ai,all-ai-persona,4,0.001792579199948061,0.0017945314098279281,0.23631008737355483,0.17133495598336693,0.5887678460333023,all-ai-persona
persona::gpt-5.5::18,ai,all-ai-persona,2,0.0017101260794115732,0.0017091118144173024,0.7206441210316354,0.1808645856327453,0.09507205544179034,all-ai-persona
persona::gpt-5.5::19,ai,all-ai-persona,0,0.6745949030939943,0.0019128422908823264,0.3196541699554248,0.001908960570640253,0.0019291240890583472,all-ai-persona
persona::gpt-5.5::20,ai,all-ai-persona,3,0.0018190096377946805,0.25176973099055894,0.001843373991578336,0.7427410563740774,0.0018268290059906803,all-ai-persona
persona::gpt-5.5::21,ai,all-ai-persona,2,0.0017774381349214602,0.3887036776308304,0.605956619271971,0.0017760269464913603,0.0017862380157858374,all-ai-persona
persona::gpt-5.5::22,ai,all-ai-persona,4,0.0018811591063070993,0.17692234103707602,0.0018876596488053767,0.0018749375541012626,0.8174339026537103,all-ai-persona
persona::gpt-5.5::23,ai,all-ai-persona,4,0.001884479414036513,0.00189843364400032,0.39336119270171305,0.0018973686763332884,0.6009585255639168,all-ai-persona
persona::gemini-3.1-pro-preview::01,ai,all-ai-persona,4,0.002386400318361688,0.0024139249213146413,0.002402900776658815,0.002419060153526231,0.9903777138301386,all-ai-persona
persona::gemini-3.1-pro-preview::02,ai,all-ai-persona,4,0.001738541161651083,0.0017409072854443436,0.0017340039597073327,0.0677121770080298,0.9270743705851675,all-ai-persona
persona::gemini-3.1-pro-preview::03,ai,all-ai-persona,4,0.0018290905002566133,0.0018250898375636623,0.001847410007031056,0.0018358161015925407,0.9926625935535561,all-ai-persona
persona::gemini-3.1-pro-preview::04,ai,all-ai-persona,3,0.001850227618826344,0.03513797436040418,0.0018698639309542968,0.5902809031244509,0.3708610309653642,all-ai-persona
persona::gemini-3.1-pro-preview::05,ai,all-ai-persona,4,0.001729476258062438,0.0017417244795135843,0.001739299536850937,0.0017338920659490057,0.993055607659624,all-ai-persona
persona::gemini-3.1-pro-preview::06,ai,all-ai-persona,3,0.0019522401356629564,0.0743717054227792,0.0019572141592005036,0.9197813472021029,0.0019374930802544886,all-ai-persona
persona::gemini-3.1-pro-preview::07,ai,all-ai-persona,3,0.0021509440752893725,0.3817121688227248,0.002147326226448994,0.61183431111657,0.0021552497589667997,all-ai-persona
persona::gemini-3.1-pro-preview::08,ai,all-ai-persona,4,0.0018426794619119402,0.001824648740130893,0.0018361628610523428,0.24836366841008387,0.746132840526821,all-ai-persona
persona::gemini-3.1-pro-preview::09,ai,all-ai-persona,0,0.9910070013495966,0.0022681110986376486,0.0022387673718206034,0.0022401189140087933,0.002246001265936499,all-ai-persona
persona::gemini-3.1-pro-preview::10,ai,all-ai-persona,0,0.6437723803082428,0.0017490855075360556,0.3509554821842453,0.0017534220618027334,0.0017696299381729317,all-ai-persona
persona::gemini-3.1-pro-preview::11,ai,all-ai-persona,1,0.0017688600062013681,0.5465282022334348,0.328634490999655,0.0017796833902687114,0.12128876337044026,all-ai-persona
persona::gemini-3.1-pro-preview::12,ai,all-ai-persona,4,0.002033447863448678,0.0020505406893809685,0.002044713231831282,0.0020389083575914017,0.9918323898577476,all-ai-persona
persona::gemini-3.1-pro-preview::13,ai,all-ai-persona,1,0.002321777680143165,0.7945282839904515,0.0023482809531693454,0.0023365321031745714,0.1984651252730613,all-ai-persona
persona::gemini-3.1-pro-preview::14,ai,all-ai-persona,3,0.0021904196227878242,0.33359523869215296,0.0021918226827414423,0.6598064197666977,0.002216099235620019,all-ai-persona
persona::gemini-3.1-pro-preview::15,ai,all-ai-persona,1,0.00230595621083589,0.9907061867203504,0.002313011344057048,0.0023257823216166562,0.002349063403140045,all-ai-persona
persona::gemini-3.1-pro-preview::16,ai,all-ai-persona,3,0.001825300639138285,0.0018168251764977916,0.3104645305022955,0.6840692036933342,0.001824139988734151,all-ai-persona
persona::gemini-3.1-pro-preview::17,ai,all-ai-persona,4,0.002401373990494985,0.0023921813569566185,0.3729362336487147,0.00239408041466094,0.6198761305891728,all-ai-persona
persona::gemini-3.1-pro-preview::18,ai,all-ai-persona,3,0.0018158880443762233,0.0018302655740553727,0.0018214551355431915,0.9926821546934034,0.0018502365526217321,all-ai-persona
persona::gemini-3.1-pro-preview::19,ai,all-ai-persona,4,0.0018789634467636844,0.0018828607181153648,0.4237134398037555,0.0018774980264700195,0.5706472380048956,all-ai-persona
persona::gemini-3.1-pro-preview::20,ai,all-ai-persona,2,0.0022330866056002713,0.0022665129561393114,0.9909911832366034,0.0022569699387700324,0.002252247262886886,all-ai-persona
persona::gemini-3.1-pro-preview::21,ai,all-ai-persona,1,0.0018074832367917337,0.9927150986109258,0.001833792221675974,0.001825941201456178,0.0018176847291502718,all-ai-persona
persona::gemini-3.1-pro-preview::22,ai,all-ai-persona,4,0.0023613127201065186,0.39474365940822137,0.0023591330641768624,0.0023618605016406577,0.5981740343058546,all-ai-persona
persona::gemini-3.1-pro-preview::23,ai,all-ai-persona,4,0.002074122467588025,0.4838891686723983,0.00202941156557081,0.002025360875661958,0.5099819364187809,all-ai-persona
