condition,task,text_version,field,comparison,facet,metric,is_primary,param,human_value,ai_value,effect_size,effect_type,ci_lo,ci_hi,human_ci_lo,human_ci_hi,inference,stat,p_raw,p_fdr,n_human,n_ai,n_perm_or_sub,parity_ref,notes,ratio,log2ratio,z_generation,delta_filtering_aligned
one_at_a_time,proposals,original,whole,human_vs_gemini,spread,mst_dispersion,False,,0.0612108143988316,0.0096493703208,6.3435034995896835,ratio,0.0095706615294258,0.0098420799988442,0.0600712164780315,0.0625857892249784,permutation,0.0515614440780316,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.15764159349241053,-2.66527985699538,,
one_at_a_time,proposals,original,whole,human_vs_gemini,spread,sparseness,False,,0.0760741004601474,0.0105754754459381,7.1934449518641745,ratio,0.0104460905129263,0.0111049927718636,0.0748018786553479,0.077297220042691,permutation,0.0654986250142092,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.13901545180252545,-2.846682845032678,,
one_at_a_time,proposals,original,whole,human_vs_gemini,spread,nn_isolation,False,,0.0583124382798641,0.0095318810160084,6.1176212944675115,ratio,0.0094514094740244,0.0097401030878408,0.057092895895511,0.0605569268591522,permutation,0.0487805572638556,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.1634622268796443,-2.6129708009948245,,
one_at_a_time,proposals,original,whole,human_vs_gemini,spread,spherical_variance,False,,0.0450534287355304,0.0060508777011694,7.445767533332108,ratio,0.005945824864771,0.006108021632944,0.0436809189181763,0.045678640076336,permutation,0.039002551034361,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.13430448849273724,-2.896420574053467,,
one_at_a_time,proposals,original,whole,human_vs_gemini,richness,vendi,False,q=0,23.0,23.0,1.0,ratio,22.0,22.0,22.0,22.0,permutation,0.0,1.0,1.0,23.0,23.0,10000.0,1.0,,1.0,0.0,,
one_at_a_time,proposals,original,whole,human_vs_gemini,richness,vendi,True,q=1,1.7279295553100062,1.106131840489522,1.562137072688646,ratio,1.103953752324087,1.1064693565331138,1.6987806807470558,1.7324603929108398,permutation,0.6217977148204843,9.999000099990002e-05,,23.0,23.0,10000.0,1.0,,0.6401486895633728,-0.6435210510546316,-4.514003561629663,-0.9130434782608696
one_at_a_time,proposals,original,whole,human_vs_gemini,richness,vendi,False,q=2,1.2012668572196157,1.0245628106592188,1.1724677537794903,ratio,1.0241302089676885,1.0247980451367449,1.194506410673627,1.2043757807957731,permutation,0.1767040465603968,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,,0.8529019214187046,-0.22954824504159219,,
one_at_a_time,proposals,original,whole,human_vs_gemini,richness,vendi,False,q=1;kernel=rbf;sigma=0.5x_median,20.96472608593714,4.159265998455727,5.0404869738364955,ratio,,,,,permutation,16.805460087481414,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,RBF kernel-sensitivity robustness pass (spec 1.9),0.19839352927418916,-2.333563122772829,,
one_at_a_time,proposals,original,whole,human_vs_gemini,richness,vendi,False,q=1;kernel=rbf;sigma=1.0x_median,7.244424246210125,1.6683585721667644,4.342246545238473,ratio,,,,,permutation,5.5760656740433605,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,RBF kernel-sensitivity robustness pass (spec 1.9),0.23029553701794256,-2.118441642004414,,
one_at_a_time,proposals,original,whole,human_vs_gemini,richness,vendi,False,q=1;kernel=rbf;sigma=2.0x_median,2.2295868174178475,1.174079621516456,1.89900819037987,ratio,,,,,permutation,1.0555071959013915,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,RBF kernel-sensitivity robustness pass (spec 1.9),0.5265906724709618,-0.9252461278122867,,
one_at_a_time,proposals,original,whole,human_vs_gemini,evenness,vendi_slope,False,q=0..2,0.9477710062078428,0.9554537908409036,0.0076827846330607,diff,0.9534182706756026,0.9534486268651052,0.945255646327465,0.9457042540602896,permutation,-0.0076827846330607,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,relative VS0->VS2 drop (spec 4.2); larger = few dominant modes = less even; effect = AI - Human,1.0081061612802449,0.011647573647242454,,
one_at_a_time,proposals,original,whole,human_vs_gemini,coverage,coverage_geometric,False,k=2,0.8181818181818182,0.2608695652173913,0.2608695652173913,coverage,0.4545454545454545,1.0,,,split_half_reference,0.2608695652173913,0.0019980019980019,0.0029450318467659,23.0,23.0,1000.0,0.8181818181818182,density=2.065; human_value = median human split-half coverage (parity ref); ci = split-half band,0.3188405797101449,-1.6490928381408718,,
one_at_a_time,proposals,original,whole,human_vs_gemini,coverage,coverage_geometric,True,k=3,1.0,0.391304347826087,0.391304347826087,coverage,0.5454545454545454,1.0,,,split_half_reference,0.391304347826087,0.0019980019980019,,23.0,23.0,1000.0,1.0,density=1.725; human_value = median human split-half coverage (parity ref); ci = split-half band,0.391304347826087,-1.3536369546147005,-4.089216615039527,
one_at_a_time,proposals,original,whole,human_vs_gemini,coverage,coverage_geometric,False,k=5,1.0,0.6521739130434783,0.6521739130434783,coverage,0.8181818181818182,1.0,,,split_half_reference,0.6521739130434783,0.0049950049950049,0.0071961936368716,23.0,23.0,1000.0,1.0,density=1.852; human_value = median human split-half coverage (parity ref); ci = split-half band,0.6521739130434783,-0.6166713604484944,,
one_at_a_time,proposals,original,whole,human_vs_gemini,dimensionality,participation_ratio,True,,13.531231771987528,16.677016605824832,-3.145784833837304,diff,15.914559323355768,16.43579768512953,12.855180180350075,13.892471956368611,permutation,-3.145784833837304,0.066993300669933,,23.0,23.0,10000.0,1.0,,1.2324832570194928,0.3015680480806581,13.21076408429259,-0.0
one_at_a_time,proposals,original,whole,human_vs_gemini,dimensionality,effective_rank,False,,17.0183594334793,19.099270940606974,-2.080911507127677,diff,18.221868153581305,18.50299950142039,16.206842163453157,16.85728932182951,permutation,-2.080911507127677,0.2064793520647935,0.2632611738826117,23.0,23.0,10000.0,1.0,,1.1222745068501732,0.16642560039708035,,
one_at_a_time,proposals,original,whole,human_vs_gemini,evenness,ripley_excess,True,r=pooled_q01_q50,-0.1315456109781839,0.3748486717607002,0.3748486717607002,envelope_area,,,,,global_envelope,18.1216869042956,0.001,,23.0,23.0,999.0,1.0,AI excess short-range mass vs pooled-cloud null (M=999); human excess = -0.1315 (env p = 0.001); simultaneous envelope,-2.849571863122569,,-12.179582260829768,-0.9130434782608696
one_at_a_time,proposals,original,whole,human_vs_gpt,spread,mean_pairwise,True,,0.0920805481225172,0.0152833030995928,6.024911468579756,ratio,0.0149353444469433,0.0154403993134316,0.0895229536605494,0.093521728221825,permutation,0.0767972450229244,9.999000099990002e-05,,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.16597754261038603,-2.5909400422090982,-4.463051556006909,-1.0
one_at_a_time,proposals,original,whole,human_vs_gpt,spread,centroid_loo,False,,0.3077511553960533,0.1257539540346356,2.4472483410842987,ratio,0.1245096995106614,0.1265426075789711,0.3040528726715718,0.3106352679639131,permutation,0.1819972013614176,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.4086221995585993,-1.2911605101918917,,
one_at_a_time,proposals,original,whole,human_vs_gpt,spread,mst_dispersion,False,,0.0612108143988316,0.0107320567272734,5.703549278049939,ratio,0.0106291922988057,0.0109482585585462,0.0600712164780315,0.0625857892249784,permutation,0.0504787576715581,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.17532942230349174,-2.5118599775716755,,
one_at_a_time,proposals,original,whole,human_vs_gpt,spread,sparseness,False,,0.0760741004601474,0.0135647794615669,5.6082076878350895,ratio,0.0133588550700044,0.0136817469888699,0.0748018786553479,0.077297220042691,permutation,0.0625093209985804,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.17831008686948616,-2.487539777426573,,
one_at_a_time,proposals,original,whole,human_vs_gpt,spread,nn_isolation,False,,0.0583124382798641,0.0103802874535362,5.617613051746349,ratio,0.0102661091684653,0.0105971638639991,0.057092895895511,0.0605569268591522,permutation,0.0479321508263278,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.17801154881771808,-2.489957253237439,,
one_at_a_time,proposals,original,whole,human_vs_gpt,spread,spherical_variance,False,,0.0450534287355304,0.007336316600874,6.141151096200312,ratio,0.0071538211591191,0.0073966366111655,0.0436809189181763,0.045678640076336,permutation,0.0377171121346563,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.162835921854897,-2.6185090994279143,,
one_at_a_time,proposals,original,whole,human_vs_gpt,richness,vendi,False,q=0,23.0,23.0,1.0,ratio,22.0,22.0,22.0,22.0,permutation,0.0,1.0,1.0,23.0,23.0,10000.0,1.0,,1.0,0.0,,
one_at_a_time,proposals,original,whole,human_vs_gpt,richness,vendi,True,q=1,1.7279295553100062,1.1250524397746589,1.535865790981352,ratio,1.1217607905207525,1.1253814718762634,1.6987806807470558,1.7324603929108398,permutation,0.6028771155353474,9.999000099990002e-05,,23.0,23.0,10000.0,1.0,,0.6510985568348672,-0.6190521541156484,-4.174769485880842,-1.0
one_at_a_time,proposals,original,whole,human_vs_gpt,richness,vendi,False,q=2,1.2012668572196157,1.0298692913490182,1.1664265235504645,ratio,1.0291137167053486,1.0301188845578677,1.194506410673627,1.2043757807957731,permutation,0.1713975658705975,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,,0.8573193251437032,-0.22209543081285904,,
one_at_a_time,proposals,original,whole,human_vs_gpt,richness,vendi,False,q=1;kernel=rbf;sigma=0.5x_median,21.1379500873247,4.985514336084876,4.23987349396017,ratio,,,,,permutation,16.152435751239825,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,RBF kernel-sensitivity robustness pass (spec 1.9),0.23585609368405228,-2.08402121942077,,
one_at_a_time,proposals,original,whole,human_vs_gpt,richness,vendi,False,q=1;kernel=rbf;sigma=1.0x_median,7.453884332715408,1.8212274884659776,4.092780490038521,ratio,,,,,permutation,5.63265684424943,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,RBF kernel-sensitivity robustness pass (spec 1.9),0.24433267370041342,-2.033081292135217,,
one_at_a_time,proposals,original,whole,human_vs_gpt,richness,vendi,False,q=1;kernel=rbf;sigma=2.0x_median,2.267597551934093,1.2105875371763564,1.8731380278564305,ratio,,,,,permutation,1.0570100147577366,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,RBF kernel-sensitivity robustness pass (spec 1.9),0.533863487435773,-0.9054572128575038,,
one_at_a_time,proposals,original,whole,human_vs_gpt,evenness,vendi_slope,False,q=0..2,0.9477710062078428,0.9552230742891732,0.0074520680813302,diff,0.9531764143382788,0.9532221037861204,0.945255646327465,0.9457042540602896,permutation,-0.0074520680813302,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,relative VS0->VS2 drop (spec 4.2); larger = few dominant modes = less even; effect = AI - Human,1.0078627305884225,0.01129915928924732,,
one_at_a_time,proposals,original,whole,human_vs_gpt,coverage,coverage_geometric,False,k=2,0.8181818181818182,0.4782608695652174,0.4782608695652174,coverage,0.4545454545454545,1.0,,,split_half_reference,0.4782608695652174,0.0649350649350649,0.088076816800221,23.0,23.0,1000.0,0.8181818181818182,density=2.87; human_value = median human split-half coverage (parity ref); ci = split-half band,0.5845410628019323,-0.7746237202247309,,
one_at_a_time,proposals,original,whole,human_vs_gpt,coverage,coverage_geometric,True,k=3,1.0,0.6086956521739131,0.6086956521739131,coverage,0.5454545454545454,1.0,,,split_half_reference,0.6086956521739131,0.0419580419580419,,23.0,23.0,1000.0,1.0,density=2.58; human_value = median human split-half coverage (parity ref); ci = split-half band,0.6086956521739131,-0.7162070339994087,-2.368745134460797,
one_at_a_time,proposals,original,whole,human_vs_gpt,coverage,coverage_geometric,False,k=5,1.0,0.8695652173913043,0.8695652173913043,coverage,0.8181818181818182,1.0,,,split_half_reference,0.8695652173913043,0.0269730269730269,0.0371790371790371,23.0,23.0,1000.0,1.0,density=2.235; human_value = median human split-half coverage (parity ref); ci = split-half band,0.8695652173913043,-0.20163386116965057,,
one_at_a_time,proposals,original,whole,human_vs_gpt,dimensionality,participation_ratio,True,,13.531231771987528,13.312035379439468,0.21919639254806,diff,12.643761621361127,13.627358493788138,12.855180180350075,13.892471956368611,permutation,0.21919639254806,0.8989101089891011,,23.0,23.0,10000.0,1.0,,0.9838007066731469,-0.02356200352455748,8.09003129455783,0.3636363636363636
one_at_a_time,proposals,original,whole,human_vs_gpt,dimensionality,effective_rank,False,,17.0183594334793,17.170903576009483,-0.1525441425301821,diff,16.352882817080655,16.907813002187652,16.206842163453157,16.85728932182951,permutation,-0.1525441425301821,0.9205079492050796,1.0,23.0,23.0,10000.0,1.0,,1.008963504568489,0.012873991361729308,,
one_at_a_time,proposals,original,whole,human_vs_gpt,evenness,ripley_excess,True,r=pooled_q01_q50,-0.1315456109781839,0.3172623556294522,0.3172623556294522,envelope_area,,,,,global_envelope,17.01196849022937,0.001,,23.0,23.0,999.0,1.0,AI excess short-range mass vs pooled-cloud null (M=999); human excess = -0.1315 (env p = 0.001); simultaneous envelope,-2.411804949403203,,-10.308487797231306,-1.0
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,spread,mean_pairwise,True,,0.0920805481225172,0.0254409014934839,3.619390144099318,ratio,0.0237563371463342,0.0271887474189141,,,same_size_subsample,0.0666396466290333,0.0009990009990009,,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.276289640018581,-1.8557466281912922,-3.143113278085655,-0.9130434782608696
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,spread,centroid_loo,False,,0.3077511553960533,0.1622104058460983,1.897234359231188,ratio,0.1566030735753369,0.1678976776934246,,,same_size_subsample,0.145540749549955,0.0009990009990009,0.0015267934284415,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.5270830117188199,-0.9238979012148665,,
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,spread,mst_dispersion,False,,0.0612108143988316,0.0126492864790873,4.83907250421036,ratio,0.0117880109500528,0.013534455795261,,,same_size_subsample,0.0485615279197442,0.0009990009990009,0.0015267934284415,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.20665117109320394,-2.274730555391844,,
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,spread,sparseness,False,,0.0760741004601474,0.0213031971224745,3.5710180036728127,ratio,0.0191028848666744,0.0234337707709344,,,same_size_subsample,0.0547709033376728,0.0009990009990009,0.0015267934284415,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.28003219221283476,-1.836335407445126,,
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,spread,nn_isolation,False,,0.0583124382798641,0.0115056848883582,5.068141431447166,ratio,0.0106309774843539,0.0124539125454092,,,same_size_subsample,0.0468067533915058,0.0009990009990009,0.0015267934284415,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.197310989349098,-2.3414567848576624,,
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,spread,spherical_variance,False,,0.0450534287355304,0.0122424202180939,3.680108012380006,ratio,0.0114270147971366,0.0130889746123305,,,same_size_subsample,0.0328110085174365,0.0009990009990009,0.0015267934284415,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.2717311548019692,-1.8797481104774403,,
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,richness,vendi,False,q=0,23.0,23.0,1.0,ratio,23.0,23.0,,,same_size_subsample,0.0,1.0,1.0,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),1.0,0.0,,
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,richness,vendi,True,q=1,1.7279295553100062,1.1897605071137731,1.4523339318950594,ratio,1.178542667622905,1.2013722183944773,,,same_size_subsample,0.5381690481962329,0.0009990009990009,,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.6885468817045145,-0.5383732071212218,-3.014595799705861,-0.9130434782608696
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,richness,vendi,False,q=2,1.2012668572196157,1.0503933811043311,1.143635212130396,ratio,1.0469498028796156,1.0539897599803825,,,same_size_subsample,0.1508734761152845,0.0009990009990009,0.0015267934284415,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.874404696001946,-0.19362694584400497,,
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,evenness,vendi_slope,False,q=0..2,0.9477710062078428,0.9543307225606812,-0.0065597163528383,diff,0.9541743582617224,0.95448044335306,,,same_size_subsample,-0.0065597163528383,0.0009990009990009,0.0015267934284415,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),1.0069212038666224,0.00995079035692353,,
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,dimensionality,participation_ratio,True,,13.531231771987528,6.568322394951112,6.962909377036416,diff,5.659548890411538,7.608735795668953,,,same_size_subsample,6.962909377036416,0.0009990009990009,,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.4854193990342335,-1.0426963301740617,-2.1723594532575383,-0.2727272727272727
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,dimensionality,effective_rank,False,,17.0183594334793,11.472307880851636,5.546051552627665,diff,10.602403876846028,12.561372900961327,,,same_size_subsample,5.546051552627665,0.0009990009990009,0.0015267934284415,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.6741136198053723,-0.568936321113791,,
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,evenness,ripley_excess,True,r=pooled_q01_q50,-0.1315456109781839,0.1045212079095326,0.1045212079095326,envelope_area,0.0741915747993618,0.1347029209270222,,,same_size_subsample,-0.2360668188877166,0.0009990009990009,,23.0,23.0,1000.0,1.0,pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),-0.7945624877356559,,-3.3961028693417132,-0.9130434782608696
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,coverage,coverage_geometric,True,k=3,1.0,0.641304347826087,0.641304347826087,coverage,0.5217391304347826,0.7391304347826086,,,same_size_subsample_vs_split_half,0.641304347826087,0.0009990009990009,,23.0,23.0,1000.0,1.0,human_value = median split-half coverage (parity ref); pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.641304347826087,-0.6409189066951715,-2.110674412373987,
one_at_a_time,proposals,original,whole,human_vs_claude,coverage,coverage_bertopic_region,False,k_lit=5,6.0,2.0,3.0,ratio,2.0,2.0,6.0,6.0,permutation,4.0,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.3333333333333333,-1.5849625007211563,,
one_at_a_time,proposals,original,whole,human_vs_claude,coverage,coverage_mesh_terms,False,k_lit=5,403.0,48.0,8.395833333333334,ratio,46.0,48.0,375.1,400.9,permutation,355.0,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.11910669975186104,-3.069673527806811,,
one_at_a_time,proposals,original,whole,human_vs_gemini,coverage,coverage_bertopic_region,False,k_lit=5,6.0,2.0,3.0,ratio,2.0,2.0,6.0,6.0,permutation,4.0,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.3333333333333333,-1.5849625007211563,,
one_at_a_time,proposals,original,whole,human_vs_gemini,coverage,coverage_mesh_terms,False,k_lit=5,403.0,37.0,10.891891891891891,ratio,32.2,37.0,375.1,400.9,permutation,366.0,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.09181141439205956,-3.4451826628990174,,
one_at_a_time,proposals,original,whole,human_vs_gpt,coverage,coverage_bertopic_region,False,k_lit=5,6.0,2.0,3.0,ratio,2.0,2.0,6.0,6.0,permutation,4.0,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.3333333333333333,-1.5849625007211563,,
one_at_a_time,proposals,original,whole,human_vs_gpt,coverage,coverage_mesh_terms,False,k_lit=5,403.0,48.0,8.395833333333334,ratio,42.1,48.0,375.1,400.9,permutation,355.0,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.11910669975186104,-3.069673527806811,,
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,coverage,coverage_bertopic_region,False,k_lit=5,6.0,2.0,3.0,ratio,2.0,2.0,6.0,6.0,same_size_subsample,4.0,0.0009990009990009,0.0015267934284415,23.0,23.0,1000.0,1.0,"M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; AI n=23 subsampled from 69 (1000 draws, without replacement)",0.3333333333333333,-1.5849625007211563,,
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,coverage,coverage_mesh_terms,False,k_lit=5,403.0,66.386,6.0705570451601245,ratio,53.0,77.0,375.1,400.9,same_size_subsample,336.61400000000003,0.0009990009990009,0.0015267934284415,23.0,23.0,1000.0,1.0,"M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; AI n=23 subsampled from 69 (1000 draws, without replacement)",0.16472952853598014,-2.6018289068297094,,
one_at_a_time,proposals,original,whole,human_vs_claude,coverage,coverage_bertopic_region,False,k_lit=10,7.0,2.0,3.5,ratio,2.0,2.0,6.55,7.0,permutation,5.0,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.2857142857142857,-1.8073549220576042,-3.8768729473646775,
one_at_a_time,proposals,original,whole,human_vs_claude,coverage,coverage_mesh_terms,False,k_lit=10,683.0,78.0,8.756410256410257,ratio,72.2,78.0,649.65,677.25,permutation,605.0,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.11420204978038068,-3.130339549427842,,
one_at_a_time,proposals,original,whole,human_vs_gemini,coverage,coverage_bertopic_region,False,k_lit=10,7.0,2.0,3.5,ratio,2.0,2.0,6.55,7.0,permutation,5.0,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.2857142857142857,-1.8073549220576042,-3.8768729473646775,
one_at_a_time,proposals,original,whole,human_vs_gemini,coverage,coverage_mesh_terms,False,k_lit=10,683.0,67.0,10.194029850746269,ratio,63.1,67.0,649.65,677.25,permutation,616.0,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.09809663250366032,-3.349652577832318,,
one_at_a_time,proposals,original,whole,human_vs_gpt,coverage,coverage_bertopic_region,False,k_lit=10,7.0,2.0,3.5,ratio,2.0,2.0,6.55,7.0,permutation,5.0,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.2857142857142857,-1.8073549220576042,-3.8768729473646775,
one_at_a_time,proposals,original,whole,human_vs_gpt,coverage,coverage_mesh_terms,False,k_lit=10,683.0,104.0,6.5673076923076925,ratio,93.1,104.0,649.65,677.25,permutation,579.0,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.15226939970717424,-2.715302050148998,,
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,coverage,coverage_bertopic_region,False,k_lit=10,7.0,2.0,3.5,ratio,2.0,2.0,6.55,7.0,same_size_subsample,5.0,0.0009990009990009,0.0015267934284415,23.0,23.0,1000.0,1.0,"M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; AI n=23 subsampled from 69 (1000 draws, without replacement)",0.2857142857142857,-1.8073549220576042,-3.8768729473646775,
one_at_a_time,proposals,original,whole,human_vs_pooled_ai,coverage,coverage_mesh_terms,False,k_lit=10,683.0,119.138,5.732847622085313,ratio,102.0,139.0,649.65,677.25,same_size_subsample,563.862,0.0009990009990009,0.0015267934284415,23.0,23.0,1000.0,1.0,"M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; AI n=23 subsampled from 69 (1000 draws, without replacement)",0.17443338213762813,-2.519251933007672,,
one_at_a_time,proposals,original,whole,human_vs_claude,coverage,coverage_bertopic_region,False,k_lit=20,10.0,2.0,5.0,ratio,2.0,2.0,9.0,10.0,permutation,8.0,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.2,-2.321928094887362,,
one_at_a_time,proposals,original,whole,human_vs_claude,coverage,coverage_mesh_terms,False,k_lit=20,1248.0,144.0,8.666666666666666,ratio,133.75,144.0,1191.1,1239.25,permutation,1104.0,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.11538461538461539,-3.115477217419936,,
one_at_a_time,proposals,original,whole,human_vs_gemini,coverage,coverage_bertopic_region,False,k_lit=20,10.0,2.0,5.0,ratio,2.0,2.0,9.0,10.0,permutation,8.0,9.999000099990002e-05,0.0002428328595711,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.2,-2.321928094887362,,
