condition,text_branch,field,comparison,metric,param,target_proposal_uid,target_cohort,n_human_reviews,human_value,ai_value,paired_diff
baseline,rephrased,whole,human_vs_gemini,ripley_excess,r=panel_q01_q50,y2::2,,3,0.0,0.002406883261947668,-0.002406883261947668
baseline,rephrased,whole,human_vs_gemini,ripley_excess,r=panel_q01_q50,y2::3,,4,0.0,0.005767054046054374,-0.005767054046054374
baseline,rephrased,whole,human_vs_gemini,ripley_excess,r=panel_q01_q50,y2::4,,2,0.0,0.003364832102246633,-0.003364832102246633
baseline,rephrased,whole,human_vs_gemini,ripley_excess,r=panel_q01_q50,y2::5,,4,0.0,0.006471778103262732,-0.006471778103262732
baseline,rephrased,whole,human_vs_gemini,ripley_excess,r=panel_q01_q50,y2::6,,4,0.0,0.003086586256932685,-0.003086586256932685
baseline,rephrased,whole,human_vs_gemini,ripley_excess,r=panel_q01_q50,y2::7,,4,0.0,0.013670321089235018,-0.013670321089235018
baseline,rephrased,whole,human_vs_gemini,ripley_excess,r=panel_q01_q50,y2::8,,3,0.0,0.0010871804750759776,-0.0010871804750759776
baseline,rephrased,whole,human_vs_gemini,ripley_excess,r=panel_q01_q50,y2::9,,4,0.0,0.006451352321278842,-0.006451352321278842
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y1::1,,4,1.1555645892362856,1.2477676675153546,-0.09220307827906904
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y1::10,,4,1.1768583384978224,1.251675490846541,-0.07481715234871866
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y1::11,,4,1.1996512268139141,1.2410853953424585,-0.041434168528544424
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y1::12,,4,1.2075245064343578,1.1934010987041095,0.014123407730248339
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y1::2,,3,1.1653140265200586,1.217125281033026,-0.05181125451296742
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y1::3,,4,1.2103578354016968,1.1757653445341096,0.0345924908675872
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y1::4,,4,1.1398497848655054,1.220558829881473,-0.08070904501596754
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y1::5,,4,1.2144128706467583,1.2087409427241953,0.0056719279225629915
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y1::6,,4,1.163541437340109,1.2756516133574012,-0.11211017601729223
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y1::7,,4,1.1852096401723362,1.2330079538094458,-0.047798313637109624
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y1::8,,5,1.256735650113759,1.2202973789073133,0.036438271206445716
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y1::9,,3,1.197868511938864,1.2041427187345217,-0.006274206795657822
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y2::1,,3,1.1584255519080622,1.178136693931327,-0.01971114202326474
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y2::10,,3,1.213534367413194,1.1821870658061522,0.0313473016070418
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y2::11,,4,1.1852696414292405,1.2342836279708937,-0.04901398654165323
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y2::2,,3,1.1845392406663662,1.2051041671935239,-0.02056492652715769
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y2::3,,4,1.1824650038765467,1.2298212586136839,-0.047356254737137116
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y2::4,,2,1.1136952587731195,1.1285286748168648,-0.014833416043745329
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y2::5,,4,1.1746204228862689,1.2639771928378336,-0.08935676995156472
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y2::6,,4,1.1704228440718982,1.2217650749353797,-0.05134223086348144
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y2::7,,4,1.1951259428016479,1.2896882638318465,-0.09456232103019868
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y2::8,,3,1.1756528351144286,1.2302679043784912,-0.054615069264062566
baseline,rephrased,whole,human_vs_gpt,vendi,q=1,y2::9,,4,1.2030478369979642,1.272510767679747,-0.06946293068178266
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y1::1,,4,2.9699940492965724,2.5958841647936617,0.3741098845029107
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y1::10,,4,2.8357933275312353,2.4289948310629788,0.4067984964682565
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y1::11,,4,2.9567889661512305,2.4816555565540903,0.47513340959714023
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y1::12,,4,2.720645889980325,2.7035565372091437,0.01708935277118151
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y1::2,,3,1.9340487676408102,1.8129214755918028,0.1211272920490074
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y1::3,,4,2.788157969612927,2.6799961522171225,0.10816181739580433
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y1::4,,4,2.6486803424103207,2.2453503144785087,0.40333002793181194
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y1::5,,4,2.7498383626836915,2.714221157064545,0.035617205619146386
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y1::6,,4,2.9171708721251126,2.6325259478480487,0.2846449242770639
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y1::7,,4,2.7817115453567554,2.5841249655375256,0.19758657981922978
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y1::8,,5,3.540508173931088,3.217907483787118,0.32260069014396997
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y1::9,,3,1.843461652268884,1.8592997618482183,-0.015838109579334292
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y2::1,,3,1.994813158212428,1.8310302701784213,0.16378288803400665
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y2::10,,3,1.8658613088833176,1.8545338388981676,0.011327469985149996
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y2::11,,4,2.6811209741992,2.7619789702483546,-0.08085799604915467
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y2::2,,3,1.966140056489255,1.8262958331522139,0.13984422333704116
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y2::3,,4,2.957357889658197,2.7591534813089664,0.19820440834923048
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y2::4,,2,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y2::5,,4,2.9561801231305997,2.6534906484664065,0.30268947466419327
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y2::6,,4,2.7211358495817097,2.6075152331407345,0.11362061644097521
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y2::7,,4,2.5447333176402243,2.6855989038614725,-0.14086558622124823
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y2::8,,3,1.7826106985860486,1.9172635816132053,-0.13465288302715672
baseline,rephrased,whole,human_vs_gpt,participation_ratio,,y2::9,,4,2.7027655496998,2.715670219037773,-0.012904669337972852
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y1::1,,4,2.984885077528934,2.7762866884287183,0.2085983891002159
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y1::10,,4,2.9133031576652733,2.673361770085452,0.23994138757982109
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y1::11,,4,2.977612407810832,2.711490834778828,0.2661215730320041
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y1::12,,4,2.8528974854974987,2.831967680030857,0.020929805466641582
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y1::2,,3,1.9659958071296253,1.8948047440938236,0.0711910630358017
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y1::3,,4,2.891785254465553,2.8157420171592813,0.07604323730627183
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y1::4,,4,2.813580121085747,2.536680533201198,0.27689958788454927
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y1::5,,4,2.86021946122833,2.8431960045637084,0.017023456664621683
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y1::6,,4,2.958516401428104,2.795890615079827,0.16262578634827696
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y1::7,,4,2.8766026860390257,2.763772549500794,0.1128301365382316
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y1::8,,5,3.737021394578725,3.572370071973274,0.16465132260545134
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y1::9,,3,1.915669532609165,1.9210862138034812,-0.005416681194316153
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y2::1,,3,1.9974003987505193,1.9040429334530002,0.0933574652975191
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y2::10,,3,1.9285300635747593,1.9175580838350001,0.010971979739759163
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y2::11,,4,2.8322835317399986,2.8744116670200204,-0.042128135280021795
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y2::2,,3,1.982803054619822,1.9020015502609044,0.08080150435891764
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y2::3,,4,2.97836589841131,2.874367891159251,0.10399800725205877
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y2::4,,2,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y2::5,,4,2.9771574085608865,2.800398021312155,0.17675938724873141
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y2::6,,4,2.8427499166948618,2.78083308995326,0.06191682674160193
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y2::7,,4,2.7565785605875477,2.822755848713612,-0.06617728812606449
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y2::8,,3,1.8792413435960444,1.955661067726379,-0.0764197241303346
baseline,rephrased,whole,human_vs_gpt,effective_rank,,y2::9,,4,2.8337900393864954,2.844580870644744,-0.010790831258248534
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::1,,4,1.0,0.65,0.35
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::10,,4,1.0,0.9,0.09999999999999998
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::11,,4,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::12,,4,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::2,,3,1.0,0.9,0.09999999999999998
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::3,,4,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::4,,4,1.0,0.95,0.050000000000000044
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::5,,4,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::6,,4,1.0,0.4,0.6
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::7,,4,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::8,,5,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y1::9,,3,1.0,0.9666666666666666,0.03333333333333344
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::1,,3,1.0,0.5,0.5
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::10,,3,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::11,,4,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::2,,3,1.0,0.9666666666666666,0.03333333333333344
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::3,,4,1.0,0.65,0.35
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::4,,2,1.0,0.55,0.44999999999999996
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::5,,4,1.0,0.6,0.4
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::6,,4,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::7,,4,1.0,0.95,0.050000000000000044
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::8,,3,1.0,0.9666666666666666,0.03333333333333344
baseline,rephrased,whole,human_vs_gpt,coverage_geometric,k=panel_adaptive,y2::9,,4,1.0,0.95,0.050000000000000044
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y1::1,,4,-0.6678666881303238,-0.6495149968930003,-0.018351691237323497
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y1::10,,4,-0.6637440728390298,-0.6483872421721417,-0.015356830666888088
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y1::11,,4,-0.6595576774983957,-0.6506418353366094,-0.008915842161786314
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y1::12,,4,-0.6577218656449035,-0.6603905098849323,0.0026686442400287724
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y1::2,,3,-0.5195890201478753,-0.5080779566691609,-0.011511063478714445
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y1::3,,4,-0.6572792249706445,-0.6637295086893239,0.006450283718679395
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y1::4,,4,-0.6704896029404469,-0.654083476634798,-0.01640612630564886
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y1::5,,4,-0.6564031965080059,-0.6574535204336783,0.0010503239256723917
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y1::6,,4,-0.6663370138096391,-0.6440092017443074,-0.02232781206533163
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y1::7,,4,-0.6620750228851223,-0.6524178699529847,-0.009657152932137647
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y1::8,,5,-0.7623340170696689,-0.7686673787640887,0.006333361694419892
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y1::9,,3,-0.5124706009770809,-0.5110904184120203,-0.0013801825650605615
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y2::1,,3,-0.5211216978789993,-0.5165997982978038,-0.004521899581195532
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y2::10,,3,-0.5091290772798275,-0.5157863545201679,0.006657277240340376
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y2::11,,4,-0.6619611730967743,-0.6525467937681656,-0.009414379328608669
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y2::2,,3,-0.5156084899942462,-0.5107898530517405,-0.004818636942505727
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y2::3,,4,-0.662823318916663,-0.6534313536049284,-0.009391965311734585
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y2::4,,2,-0.324063380646721,-0.32033932396132186,-0.0037240566853991575
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y2::5,,4,-0.6642984009538345,-0.6463943133131826,-0.017904087640651878
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y2::6,,4,-0.664812464301137,-0.6546714686752646,-0.010140995625872451
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y2::7,,4,-0.6598718019870099,-0.641322356616293,-0.0185494453707169
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y2::8,,3,-0.5170860332623062,-0.5055849897701473,-0.011501043492158858
baseline,rephrased,whole,human_vs_gpt,vendi_slope,q=0..2,y2::9,,4,-0.6585380630125129,-0.6448455453209564,-0.01369251769155655
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y1::1,,4,0.0,0.0033185981396208234,-0.0033185981396208234
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y1::10,,4,0.0,0.008009781079817875,-0.008009781079817875
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y1::11,,4,0.0,0.005175576822118752,-0.005175576822118752
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y1::12,,4,0.0,0.014046599558167616,-0.014046599558167616
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y1::2,,3,0.0,0.004059405416298254,-0.004059405416298254
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y1::3,,4,0.0,0.017688175707880546,-0.017688175707880546
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y1::4,,4,0.0,0.007327352673891903,-0.007327352673891903
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y1::5,,4,0.0,0.012119758986728141,-0.012119758986728141
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y1::6,,4,0.0,0.004626088721660999,-0.004626088721660999
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y1::7,,4,0.0,0.007802672549452027,-0.007802672549452027
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y1::8,,5,0.0,0.026377799218794046,-0.026377799218794046
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y1::9,,3,0.0,0.00950409711316068,-0.00950409711316068
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y2::1,,3,0.0,0.008509541938899457,-0.008509541938899457
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y2::10,,3,0.0,0.012004018486710675,-0.012004018486710675
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y2::11,,4,0.0,0.0026112271710061205,-0.0026112271710061205
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y2::2,,3,0.0,0.006219853622802494,-0.006219853622802494
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y2::3,,4,0.0,0.00438122824398115,-0.00438122824398115
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y2::4,,2,0.0,0.001818592951612684,-0.001818592951612684
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y2::5,,4,0.0,0.005560202159730231,-0.005560202159730231
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y2::6,,4,0.0,0.005344793144529158,-0.005344793144529158
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y2::7,,4,0.0,0.00545806054092308,-0.00545806054092308
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y2::8,,3,0.0,0.001733141153192254,-0.001733141153192254
baseline,rephrased,whole,human_vs_gpt,ripley_excess,r=panel_q01_q50,y2::9,,4,0.0,0.007333039124913049,-0.007333039124913049
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y1::1,,4,1.2292479981343283,1.4058693952443069,-0.1766213971099786
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y1::10,,4,1.3454099707742164,1.3738865570688772,-0.028476586294660766
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y1::11,,4,1.3120275084624446,1.3237591275010896,-0.011731619038644947
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y1::12,,4,1.2942784127278855,1.3141761247061798,-0.019897711978294375
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y1::2,,3,1.2731510091246347,1.297796359796884,-0.024645350672249267
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y1::3,,4,1.3241286261743992,1.2907963833698497,0.033332242804549495
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y1::4,,4,1.2630769324549072,1.3557920794129807,-0.09271514695807359
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y1::5,,4,1.3227425453883581,1.3288187747328828,-0.006076229344524675
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y1::6,,4,1.3017535438379568,1.4039079268667078,-0.10215438302875102
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y1::7,,4,1.280808667357503,1.3060988952714538,-0.025290227913950858
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y1::8,,5,1.3933062296308194,1.3396770459409766,0.05362918368984282
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y1::9,,3,1.2687794924041595,1.2928084685837213,-0.02402897617956179
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y2::1,,3,1.2758781121866782,1.2913702711854007,-0.015492158998722472
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y2::10,,3,1.2688515770599202,1.319020552364994,-0.050168975305073804
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y2::11,,4,1.3102648929081717,1.3573921573734493,-0.047127264465277596
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y2::2,,3,1.1871422089281294,1.2622381244043201,-0.07509591547619077
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y2::3,,4,1.2690366346528932,1.3543266834639804,-0.08529004881108726
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y2::4,,2,1.1313420431992447,1.2027678360985483,-0.07142579289930362
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y2::5,,4,1.2037225626127028,1.3296147709744752,-0.1258922083617724
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y2::6,,4,1.280279492117088,1.3777419008161014,-0.09746240869901346
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y2::7,,4,1.35807763044442,1.367847711547103,-0.00977008110268307
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y2::8,,3,1.1851767219475835,1.292848590482823,-0.10767186853523958
baseline,rephrased,strengths,human_vs_pooled_ai,vendi,q=1,y2::9,,4,1.2656107335349664,1.3928989529648406,-0.12728821942987412
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y1::1,,4,2.8322251732180197,2.5506020024988696,0.2816231707191501
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y1::10,,4,2.418269847531298,2.598387572565748,-0.1801177250344499
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y1::11,,4,2.910234278720753,2.626546025387286,0.28368825333346726
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y1::12,,4,2.5520411907834237,2.6571242273396845,-0.10508303655626072
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y1::2,,3,1.7420922782089097,1.8281380352593735,-0.0860457570504638
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y1::3,,4,2.724816024075717,2.753126469615076,-0.02831044553935902
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y1::4,,4,2.7606797383467048,2.6488917867572326,0.11178795158947219
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y1::5,,4,2.703404657269732,2.7187288454839456,-0.015324188214213663
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y1::6,,4,2.9169417804354887,2.737818102344094,0.17912367809139473
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y1::7,,4,2.812316271074324,2.6832141089885275,0.1291021620857964
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y1::8,,5,3.1584801460267027,3.4028082951111096,-0.24432814908440692
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y1::9,,3,1.9446127022347965,1.866456703651482,0.07815599858331446
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y2::1,,3,1.9047770494309746,1.8577716637907757,0.04700538564019885
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y2::10,,3,1.7191913996975456,1.88390564580616,-0.1647142461086144
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y2::11,,4,2.7227701930920385,2.7324140910287475,-0.009643897936709056
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y2::2,,3,1.8855985584526747,1.861445622641864,0.024152935810810572
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y2::3,,4,2.634999606882849,2.6420920964201207,-0.007092489537271707
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y2::4,,2,1.0,1.0,0.0
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y2::5,,4,2.940507813704693,2.6583082097375854,0.28219960396710775
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y2::6,,4,2.785331912485659,2.752401552542345,0.032930359943313725
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y2::7,,4,2.5998829829683476,2.70895792527641,-0.10907494230806236
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y2::8,,3,1.9498228488549634,1.8340017527754264,0.11582109607953694
baseline,rephrased,strengths,human_vs_pooled_ai,participation_ratio,,y2::9,,4,2.903208367813149,2.6754053961743214,0.22780297163882768
baseline,rephrased,strengths,human_vs_pooled_ai,effective_rank,,y1::1,,4,2.9144666959145336,2.742367784523769,0.17209891139076472
baseline,rephrased,strengths,human_vs_pooled_ai,effective_rank,,y1::10,,4,2.6751384929974256,2.771861015549411,-0.09672252255198543
baseline,rephrased,strengths,human_vs_pooled_ai,effective_rank,,y1::11,,4,2.955599014632836,2.7923478442942224,0.1632511703386137
baseline,rephrased,strengths,human_vs_pooled_ai,effective_rank,,y1::12,,4,2.7378660131429147,2.8100840103975417,-0.07221799725462708
baseline,rephrased,strengths,human_vs_pooled_ai,effective_rank,,y1::2,,3,1.8536945854883398,1.902358083672713,-0.04866349818437321
baseline,rephrased,strengths,human_vs_pooled_ai,effective_rank,,y1::3,,4,2.8478185602634474,2.864067333562154,-0.016248773298706443
baseline,rephrased,strengths,human_vs_pooled_ai,effective_rank,,y1::4,,4,2.8745697166660578,2.804486594461482,0.07008312220457569
baseline,rephrased,strengths,human_vs_pooled_ai,effective_rank,,y1::5,,4,2.8315487196041755,2.8438846396287065,-0.012335920024530989
baseline,rephrased,strengths,human_vs_pooled_ai,effective_rank,,y1::6,,4,2.955708488438423,2.856735703986026,0.0989727844523971
baseline,rephrased,strengths,human_vs_pooled_ai,effective_rank,,y1::7,,4,2.8973679775345658,2.8239939364348934,0.07337404109967238
baseline,rephrased,strengths,human_vs_pooled_ai,effective_rank,,y1::8,,5,3.5377367802209423,3.661681407958856,-0.12394462773791393
baseline,rephrased,strengths,human_vs_pooled_ai,effective_rank,,y1::9,,3,1.9715845876541949,1.9258640010256285,0.04572058662856637
baseline,rephrased,strengths,human_vs_pooled_ai,effective_rank,,y2::1,,3,1.9502134171956451,1.9199362659307313,0.030277151264913815
baseline,rephrased,strengths,human_vs_pooled_ai,effective_rank,,y2::10,,3,1.8387678357217028,1.935495414682738,-0.09672757896103512
baseline,rephrased,strengths,human_vs_pooled_ai,effective_rank,,y2::11,,4,2.8551359037262243,2.8551629793246405,-2.7075598416193003e-05
baseline,rephrased,strengths,human_vs_pooled_ai,effective_rank,,y2::2,,3,1.9396298548241082,1.9214515160594776,0.018178338764630597
baseline,rephrased,strengths,human_vs_pooled_ai,effective_rank,,y2::3,,4,2.796385541866599,2.7971167584418395,-0.0007312165752404454
baseline,rephrased,strengths,human_vs_pooled_ai,effective_rank,,y2::4,,2,1.0,1.0,0.0
