model,title,abstract,generated_at
gemini-3-pro-preview,Emergent Cargo Sorting Dynamics in Extracellular Vesicle Biogenesis,"Extracellular vesicles (EVs), including exosomes and microvesicles, are mesoscale lipid-bound particles that mediate critical intercellular communication. The biogenesis of EVs involves the highly selective sorting of proteins, lipids, and nucleic acids into budding membranes. However, the physical and molecular rules governing how local, nanoscale clustering of specific cargoes drives the emergent macroscopic budding and release of these vesicles remain poorly understood. Deciphering this mesoscale emergence is crucial for understanding how cells package complex molecular information for systemic delivery. Our working group proposes a community-scale data synthesis project to unravel the emergent properties of EV cargo sorting and biogenesis. We will aggregate and synthesize massive, publicly available datasets, including EV proteomics, transcriptomics, and high-resolution imaging data from specialized repositories like Vesiclepedia, EVpedia, and the PRIDE database. By employing advanced graph neural networks and multi-modal deep learning architectures, we will model the dynamic networks of cargo-lipid interactions without generating any new experimental data. This innovative data science approach will identify the universal principles by which local molecular crowding leads to the mesoscale emergence of functional extracellular vesicles. The complexity of EV biogenesis requires the integration of multi-omics data with membrane biophysics, a task that demands the collaborative infrastructure provided by NCEMS. Our transdisciplinary working group unites exosome biologists, computational systems biologists, lipidomics experts, and machine learning engineers. We have prioritized diverse scientific perspectives by recruiting team members from various career stages, geographic locations, and institutional backgrounds. This diversity will foster a dynamic environment capable of generating novel insights into complex cellular communication networks. Training the next generation of researchers is a central focus of our initiative. Postdoctoral fellows and graduate students will receive rigorous cross-training in big data integration, AI-driven pattern recognition, and collaborative open science workflows. We commit to making all analytical pipelines, synthesized datasets, and predictive models publicly accessible via Zenodo and GitHub, ensuring full reproducibility. By synthesizing existing public data, this project will answer fundamental questions about how cells orchestrate the unexpected appearance of mesoscale transport vehicles, perfectly aligning with the NCEMS mission to catalyze discoveries in cellular emergence.",2026-03-17T16:47:43.724414
gemini-3-pro-preview,Decoding the Emergence of Viral Inclusion Bodies and Host Cell Hijacking,"During infection, many viruses induce the formation of specialized mesoscale structures known as viral inclusion bodies or 'viral factories.' These membrane-less or membrane-associated compartments emerge from the complex interplay between viral components and hijacked host cellular machinery. Understanding how a minimal set of viral proteins can rapidly reorganize the host cytoplasm to create these emergent mesoscale structures is a fundamental puzzle in virology and cell biology. This emergence dictates the efficiency of viral replication and the suppression of host immune responses. Our working group proposes a comprehensive data synthesis project to decode the emergent properties of viral inclusion body formation. We will integrate diverse, publicly available datasets, including host-pathogen interactomes, spatial transcriptomics, and high-throughput cellular imaging from repositories such as BioGRID, the Gene Expression Omnibus, and the Image Data Resource. By utilizing advanced network theory and spatio-temporal machine learning models, we will synthesize these multi-omics datasets to reconstruct the dynamic assembly of viral factories. This approach relies entirely on existing public data, leveraging AI to uncover the hidden rules of how local viral-host interactions scale up to produce global cellular subversion. The multifaceted nature of viral hijacking requires a collaborative partnership that transcends individual lab capabilities, making NCEMS support essential. We will convene a transdisciplinary team of virologists, structural biologists, computational network theorists, and data scientists. Our working group is structured to promote diverse scientific perspectives, incorporating researchers from various geographic locations, institutional types, and career stages. This inclusive environment will stimulate the cross-disciplinary innovation necessary to solve this critical biological mystery. Training the future data-savvy workforce is a core component of our mission. Graduate students and postdocs will be embedded in a collaborative network, gaining expertise in multi-omics integration, AI-driven network analysis, and open science protocols. We commit to making all findings, integrated databases, and analytical workflows publicly accessible via community-standard repositories like GitHub. By synthesizing these vast public datasets, our project will reveal how the unexpected appearance of viral mesoscale structures influences higher-order cellular outcomes, directly supporting the NCEMS vision of understanding biological emergence.",2026-03-17T16:47:43.724415
gemini-3-pro-preview,Synthesizing the Emergent Biophysics of Centrosome Maturation and Spindle Bipolarity,"The centrosome is the primary microtubule-organizing center in animal cells, undergoing a dramatic mesoscale maturation process prior to mitosis to ensure the formation of a bipolar spindle. This maturation involves the massive, dynamic recruitment of pericentriolar material (PCM), driven by phase separation and intricate protein scaffolding. However, the precise biophysical rules governing how nanoscale molecular interactions within the PCM scale up to generate the emergent property of robust spindle bipolarity remain a significant, unsolved puzzle. Understanding this mesoscale emergence is vital for deciphering how cells prevent aneuploidy and ensure faithful genome segregation. Our working group proposes a community-scale synthesis project to unravel the emergent properties of centrosome maturation. We will systematically integrate publicly available high-resolution proteomics, cryo-electron tomography, and live-cell spindle dynamics datasets from the PRIDE database, EMPIAR, and the Cell Image Library. By deploying advanced 3D spatial modeling and generative AI frameworks, we will synthesize these diverse data types to construct predictive models of PCM condensation and microtubule nucleation. This project relies entirely on leveraging existing public data to develop innovative analytical strategies, bypassing the need for new experimental interventions. The multi-scale nature of centrosome biology necessitates a collaborative partnership that transcends traditional disciplinary boundaries, requiring the unique support of NCEMS. We have assembled a transdisciplinary team of cell division biologists, soft matter physicists, computational modelers, and machine learning experts. Our working group is intentionally diverse, bringing together researchers from different institutional tiers and geographic locations to ensure a rich variety of scientific perspectives. This collaborative environment will be instrumental in solving long-standing puzzles regarding mitotic emergence. Furthermore, this project is designed to be a premier training ground for the future data-savvy workforce. Graduate students and postdocs will be co-mentored in a highly interactive setting, acquiring critical skills in 3D data synthesis, AI-driven modeling, and open science methodologies. In strict adherence to open science principles, all integrated datasets, spatial models, and analytical code will be released to the public domain via GitHub and dedicated repositories. By synthesizing structural and functional data, this project will illuminate how the unexpected appearance of mesoscale PCM condensates influences higher-order cellular division, perfectly aligning with the NCEMS mission.",2026-03-17T16:47:43.724416
gemini-3-pro-preview,Emergence of Secretory Flux from Golgi Cisternal Stacking Dynamics,"The Golgi apparatus is a highly organized mesoscale organelle characterized by its distinct architecture of stacked, flattened cisternae. This unique structural emergence is essential for the sequential processing and sorting of cellular cargo. Despite decades of morphological studies, the biophysical mechanisms by which dynamic membrane tethering and localized lipid sorting drive the self-organization of these stacks—and how this architecture dictates the emergent property of efficient secretory flux—remain fundamentally unresolved. Understanding this mesoscale phenomenon is crucial for explaining how cells manage massive intracellular transport networks. Our working group proposes a transdisciplinary synthesis project to decode the emergent dynamics of Golgi stacking and secretory flux. We will aggregate and synthesize massive, publicly available datasets, including spatial proteomics, high-resolution 3D electron microscopy, and lipidomics from repositories such as the Human Protein Atlas, EMPIAR, and the Metabolomics Workbench. By employing advanced topological data analysis and spatio-temporal deep learning architectures, we will model the dynamic network of membrane interactions without generating any new experimental data. This innovative data science approach will identify the universal principles by which local molecular tethering leads to the mesoscale emergence of functional Golgi architecture. The complexity of Golgi biophysics requires the integration of structural imaging with multi-omics data, a task that demands the collaborative infrastructure provided by NCEMS. Our transdisciplinary working group unites membrane traffic biologists, computational biophysicists, lipidomics experts, and machine learning engineers. We have prioritized diverse scientific perspectives by recruiting team members from various career stages, geographic locations, and institutional backgrounds. This diversity will foster a dynamic environment capable of generating novel insights into complex cellular transport networks. Training the next generation of researchers is a central focus of our initiative. Postdoctoral fellows and graduate students will receive rigorous cross-training in big data integration, AI-driven pattern recognition, and collaborative open science workflows. We commit to making all analytical pipelines, synthesized datasets, and predictive models publicly accessible via Zenodo and GitHub, ensuring full reproducibility. By synthesizing existing public data, this project will answer fundamental questions about how cells orchestrate the unexpected appearance of mesoscale transport hubs, perfectly aligning with the NCEMS mission to catalyze discoveries in cellular emergence.",2026-03-17T16:47:43.724417
gemini-3-pro-preview,Decoding the Emergent Assembly of Plant Cell Wall Cellulose Synthase Rosettes,"The plant cell wall is a massive, extracellular mesoscale matrix that dictates cellular shape, growth, and defense. The fundamental building blocks of this wall, cellulose microfibrils, are synthesized by highly organized, hexameric protein complexes known as cellulose synthase (CESA) rosettes. The dynamic assembly of these mesoscale rosettes at the plasma membrane and their collective movement driven by the underlying cytoskeleton represent a profound example of biological emergence. However, the precise rules governing how individual CESA proteins self-assemble and coordinate to produce highly ordered cellulose microfibrils remain a long-standing puzzle. Our working group proposes a community-scale data synthesis project to unravel the emergent properties of CESA rosette assembly and function. We will integrate publicly available transcriptomics, proteomics, and high-resolution live-cell imaging datasets from repositories such as the Arabidopsis Information Resource, PRIDE, and the Image Data Resource. By utilizing advanced graph neural networks and particle-tracking machine learning algorithms, we will synthesize these multi-modal datasets to model the dynamic spatio-temporal assembly of rosettes without generating new experimental data. This AI-driven synthesis will reveal the hidden biophysical rules that govern how nanoscale protein interactions scale up to produce mesoscale extracellular matrices. The integration of complex biomechanical data with plant multi-omics requires a level of transdisciplinary collaboration that can only be supported by NCEMS. Our working group brings together plant cell biologists, computational biophysicists, proteomics experts, and data scientists. We have prioritized diverse scientific perspectives by recruiting team members from varying career stages, geographic locations, and institutional backgrounds. This diversity is essential for fostering the innovative analytical strategies required to tackle plant mechanobiological emergence. A major focus of our initiative is to train the next generation of researchers in data-intensive biology. Postdoctoral fellows and graduate students will receive rigorous cross-training in big data integration, machine learning, and collaborative software development. We are fully committed to gold-standard open science practices; all synthesized datasets, AI models, and codebases will be made publicly available through Zenodo and GitHub. By synthesizing existing structural and molecular data, this project will answer long-standing questions about how plant cells process physical information, revealing the unexpected appearance of new biological system properties at the mesoscale.",2026-03-17T16:47:43.724418
gemini-3-pro-preview,Synthesizing the Emergent Assembly of Bacterial Microcompartments,"Bacterial microcompartments (BMCs), such as carboxysomes, are highly sophisticated, mesoscale proteinaceous organelles that encapsulate specific metabolic pathways to enhance efficiency and prevent the release of toxic intermediates. The self-assembly of thousands of shell proteins and internal enzymes into a geometrically precise, functional polyhedral structure is a spectacular example of biological emergence. Despite detailed structural knowledge of individual BMC components, the predictive rules governing how these parts dynamically self-organize into functional mesoscale compartments across diverse bacterial species remain elusive. Understanding this emergence is critical for advancing synthetic biology and understanding microbial ecology. Our working group proposes a large-scale data synthesis project to decode the emergent assembly pathways of BMCs. We will integrate diverse, publicly available datasets, including comparative genomics, structural data, and proteomics from repositories such as the NCBI, the Protein Data Bank, and PRIDE. By leveraging advanced structural bioinformatics, AlphaFold-multimer predictions, and deep learning-based kinetic modeling, we will synthesize these datasets to predict BMC assembly pathways. This project relies entirely on existing data, using innovative AI strategies to map the complex network of interactions that drive mesoscale protein condensation and shell formation. The multifaceted nature of BMC biology requires a transdisciplinary approach that exceeds the capacity of any single lab, making NCEMS support critical. We will convene a diverse team of structural biologists, microbiologists, computational biophysicists, and machine learning engineers. Our working group is structured to promote collaborative partnerships across diverse geographic locations, institutional types, and career stages, ensuring a broad range of scientific perspectives. This inclusive environment will stimulate the cross-disciplinary innovation necessary to solve this long-standing microbial mystery. Training the future data-savvy workforce is a core component of our mission. Graduate students and postdocs will be embedded in a collaborative network, gaining expertise in structural data integration, AI-driven modeling, and open science protocols. We commit to making all findings, integrated databases, and analytical workflows publicly accessible via community-standard repositories like GitHub. By synthesizing these vast public datasets, our project will reveal how the unexpected appearance of mesoscale protein organelles influences higher-order metabolic outcomes, directly supporting the NCEMS vision of understanding biological emergence.",2026-03-17T16:47:43.724419
gemini-3-pro-preview,Emergence of Lipid Homeostasis through Peroxisome Biogenesis Networks,"Peroxisomes are highly dynamic mesoscale organelles essential for cellular lipid metabolism and reactive oxygen species detoxification. Unlike mitochondria, peroxisomes can form de novo from the endoplasmic reticulum or multiply by fission, creating a highly adaptable, emergent metabolic network. The precise molecular rules governing how local protein import and membrane lipid sorting dictate the global abundance, size, and metabolic capacity of the peroxisomal compartment remain a major unresolved puzzle in cell biology. Understanding this mesoscale emergence is vital for deciphering how cells maintain lipid homeostasis under varying environmental stresses. Our working group proposes a community-scale synthesis project to decipher the emergent properties of peroxisome biogenesis. We will systematically integrate publicly available lipidomics data, high-throughput fluorescence microscopy, and interactomic datasets from the Metabolomics Workbench, the Image Data Resource, and BioGRID. By employing advanced computer vision algorithms and spatial network analysis tools powered by machine learning, we will synthesize these disparate datasets to model the dynamic state of the peroxisome network. This approach utilizes only existing public data to develop innovative analytical strategies that reveal the physical rules of mesoscale metabolic emergence. The sheer scale and complexity of integrating spatial imaging with functional lipidomics require the robust collaborative infrastructure of NCEMS. Our transdisciplinary team brings together cell biologists, lipid biochemists, computational data scientists, and systems biologists. We have intentionally assembled a working group that reflects diverse scientific perspectives, including researchers from various career stages and geographic locations. This diversity is essential for breaking down disciplinary silos and fostering novel insights into complex biological phenomena. Training the next generation of researchers is a fundamental aspect of our proposal. Trainees will receive cross-disciplinary mentorship, developing critical skills in spatial bioinformatics, AI-driven modeling, and collaborative open science. In strict adherence to community policies on reproducible science, all integrated datasets, network models, and analytical code will be published openly via Zenodo and GitHub. By synthesizing structural and functional data, this project will illuminate how the unexpected appearance of mesoscale organelle networks influences higher-order cellular metabolism, perfectly aligning with the overarching goals of NCEMS.",2026-03-17T16:47:43.724420
gemini-3-pro-preview,Decoding the Emergent Membrane Scission Dynamics of the ESCRT Machinery,"The Endosomal Sorting Complexes Required for Transport (ESCRT) machinery is a highly conserved set of proteins that drive membrane remodeling and scission away from the cytoplasm. This machinery functions in diverse cellular processes, including multivesicular body biogenesis, viral budding, and cytokinesis. The sequential assembly of ESCRT components into mesoscale helical filaments that constrict and cleave membranes represents a profound example of biophysical emergence. However, the universal rules governing how local, nanoscale protein-lipid interactions translate into the generation of massive, mesoscale mechanical forces for membrane scission remain highly contested. Our working group proposes a transdisciplinary synthesis project to decode the emergent biophysics of ESCRT-mediated membrane scission. We will aggregate and synthesize massive, publicly available datasets, including cryo-electron microscopy structures, single-molecule biophysics data, and cellular imaging from repositories such as the Electron Microscopy Data Bank and the Image Data Resource. By utilizing advanced molecular dynamics simulations guided by machine learning and topological data analysis, we will synthesize these multi-modal datasets to reconstruct the spatio-temporal dynamics of membrane constriction. This project relies entirely on existing public data, utilizing AI to extract novel insights into how local molecular interactions dictate the emergence of complex mesoscale forces. The integration of structural biophysics with cellular imaging requires a collaborative effort that far exceeds the capabilities of a single laboratory, necessitating the support of NCEMS. We have assembled a diverse team of structural biologists, biophysicists, computer vision experts, and cellular ultrastructure specialists. Our working group is intentionally curated to include diverse scientific perspectives, bridging researchers from different institutional tiers and geographic locations. This collaborative environment will drive the innovative analytical strategies needed to solve this long-standing biological mystery. Furthermore, this project serves as a vital training ground for the future data-savvy workforce. Graduate students and postdocs will gain hands-on experience in structural data integration, advanced image analysis, and open science practices. We are fully committed to making all synthesized datasets, AI models, and analytical pipelines freely available to the scientific community through open-source platforms like GitHub. By illuminating the relationship between protein assembly and membrane scission, this synthesis project will directly advance the NCEMS mission to understand the unexpected appearance of new biological system properties at the mesoscale.",2026-03-17T16:47:43.724421
gemini-3-pro-preview,Synthesizing the Emergent Architecture of the Cellular Glycocalyx Meshwork,"The glycocalyx is a dense, mesoscale meshwork of glycoproteins and glycolipids that coats the surface of nearly all eukaryotic cells. This complex sugar barrier mediates critical cellular outcomes, including immune recognition, mechanotransduction, and pathogen entry. Despite its importance, the glycocalyx remains one of the least understood cellular structures due to its immense structural complexity. How the nanoscale biosynthesis of diverse glycan chains scales up to produce the emergent, biophysical properties of this mesoscale meshwork is a major unsolved puzzle in glycobiology. Our working group proposes a community-scale data synthesis project to unravel the emergent properties of glycocalyx architecture. We will integrate publicly available glycomics, spatial transcriptomics, and super-resolution imaging datasets from specialized repositories like GlyTouCan, the Gene Expression Omnibus, and the Image Data Resource. By employing advanced graph neural networks and spatio-temporal deep learning architectures, we will model the dynamic network of glycan interactions without generating any new experimental data. This innovative data science approach will identify the universal principles by which local sugar biosynthesis leads to the mesoscale emergence of functional cellular barriers. The complexity of glycobiology requires the integration of chemical biology with multi-omics data, a task that demands the collaborative infrastructure provided by NCEMS. Our transdisciplinary working group unites glycobiologists, computational biophysicists, multi-omics experts, and machine learning engineers. We have prioritized diverse scientific perspectives by recruiting team members from various career stages, geographic locations, and institutional backgrounds. This diversity will foster a dynamic environment capable of generating novel insights into complex cellular surface networks. Training the next generation of researchers is a central focus of our initiative. Postdoctoral fellows and graduate students will receive rigorous cross-training in big data integration, AI-driven pattern recognition, and collaborative open science workflows. We commit to making all analytical pipelines, synthesized datasets, and predictive models publicly accessible via Zenodo and GitHub, ensuring full reproducibility. By synthesizing existing public data, this project will answer fundamental questions about how cells orchestrate the unexpected appearance of mesoscale surface barriers, perfectly aligning with the NCEMS mission to catalyze discoveries in cellular emergence.",2026-03-17T16:47:43.724422
gemini-3-pro-preview,Emergent Contractility from Myosin II Thick Filament Assembly in Non-Muscle Cells,"In non-muscle cells, the dynamic assembly of non-muscle myosin II into mesoscale bipolar thick filaments is essential for generating the contractile forces that drive cell migration, adhesion, and cytokinesis. The transition from individual, auto-inhibited myosin motors to highly ordered, force-generating mesoscale ensembles represents a classic example of biophysical emergence. However, the precise spatio-temporal rules governing how localized phosphorylation events and actin network architecture coordinate to drive this large-scale filament assembly remain a highly debated puzzle in mechanobiology. Understanding this emergence is vital for deciphering how cells dynamically alter their shape and exert physical force. Our working group proposes a comprehensive data synthesis project to decode the emergent properties of myosin filament assembly. We will integrate diverse, publicly available datasets, including live-cell super-resolution microscopy, biophysical force measurements, and phosphoproteomics from repositories such as the Cell Image Library, PRIDE, and specific mechanobiology databases. By utilizing advanced spatio-temporal data mining and unsupervised machine learning algorithms, we will synthesize these distinct datasets to identify the universal principles of mesoscale contractility. This approach relies entirely on existing data, leveraging AI to uncover the hidden rules of how local molecular motors scale up to produce global cellular forces. The multifaceted nature of cellular biomechanics requires a collaborative partnership that transcends individual lab capabilities, making NCEMS support essential. We will convene a transdisciplinary team of mechanobiologists, structural biophysicists, computational modelers, and data scientists. Our working group is structured to promote diverse scientific perspectives, incorporating researchers from various geographic locations, institutional types, and career stages. This inclusive environment will stimulate the cross-disciplinary innovation necessary to solve this critical biological mystery. Training the future data-savvy workforce is a core component of our mission. Graduate students and postdocs will be embedded in a collaborative network, gaining expertise in multi-modal data integration, AI-driven network analysis, and open science protocols. We commit to making all findings, integrated databases, and analytical workflows publicly accessible via community-standard repositories like GitHub. By synthesizing these vast public datasets, our project will reveal how the unexpected appearance of mesoscale contractile structures influences higher-order cellular morphology, directly supporting the NCEMS vision of understanding biological emergence.",2026-03-17T16:47:43.724423
gemini-3-pro-preview,Decoding the Emergent Dynamics of Proteasome Clustering and Localized Degradation,"The ubiquitin-proteasome system is the primary mechanism for targeted protein degradation in eukaryotic cells. Recent evidence suggests that under certain conditions, proteasomes dynamically cluster into mesoscale condensates to efficiently process high localized concentrations of ubiquitinated substrates. This emergent spatial organization represents a paradigm shift from the traditional view of freely diffusing proteasomes. However, the biophysical drivers of this mesoscale clustering and how it dictates the global efficiency of cellular protein quality control remain a fundamental, unsolved puzzle. Understanding this emergence is crucial for explaining how cells maintain proteostasis during stress and aging. Our working group proposes a community-scale synthesis project to decipher the emergent properties of proteasome clustering. We will systematically integrate publicly available spatial proteomics data, live-cell fluorescence imaging, and interactomic datasets from the PRIDE database, the Image Data Resource, and BioGRID. By employing advanced computer vision algorithms and spatial network analysis tools powered by machine learning, we will synthesize these disparate datasets to model the dynamic state of the proteasome network. This approach utilizes only existing public data to develop innovative analytical strategies that reveal the physical rules of mesoscale degradation emergence. The sheer scale and complexity of integrating spatial imaging with functional proteomics require the robust collaborative infrastructure of NCEMS. Our transdisciplinary team brings together cell biologists, protein biochemists, computational data scientists, and systems biologists. We have intentionally assembled a working group that reflects diverse scientific perspectives, including researchers from various career stages and geographic locations. This diversity is essential for breaking down disciplinary silos and fostering novel insights into complex biological phenomena. Training the next generation of researchers is a fundamental aspect of our proposal. Trainees will receive cross-disciplinary mentorship, developing critical skills in spatial bioinformatics, AI-driven modeling, and collaborative open science. In strict adherence to community policies on reproducible science, all integrated datasets, network models, and analytical code will be published openly via Zenodo and GitHub. By synthesizing structural and functional data, this project will illuminate how the unexpected appearance of mesoscale organelle networks influences higher-order cellular proteostasis, perfectly aligning with the overarching goals of NCEMS.",2026-03-17T16:47:43.724424
gemini-3-pro-preview,Synthesizing the Emergent Meshwork of the Nuclear Lamina and Genome Tethering,"The nuclear lamina is a dense, mesoscale meshwork of intermediate filaments located at the inner nuclear membrane. It provides essential structural integrity to the nucleus and serves as a critical tethering platform for organizing peripheral heterochromatin. The assembly of individual lamin proteins into this complex, highly ordered mesoscale architecture, and how this structure dynamically responds to mechanical stress, is a profound example of cellular emergence. Despite its importance in gene regulation and mechanobiology, the precise rules governing lamina meshwork assembly and its emergent impact on 3D genome topology remain poorly understood. Our working group proposes a transdisciplinary synthesis project to decode the emergent biophysics of the nuclear lamina. We will aggregate and synthesize massive, publicly available datasets, including super-resolution localization microscopy, Hi-C genomic data, and cryo-electron tomography from repositories such as the 4D Nucleome Project, EMPIAR, and the Image Data Resource. By utilizing advanced topological data analysis and spatio-temporal deep learning architectures, we will synthesize these multi-modal datasets to reconstruct the dynamic architecture of the lamina without generating any new experimental data. This innovative data science approach will identify the universal principles by which local protein polymerization leads to the mesoscale emergence of functional nuclear barriers. The complexity of nuclear biophysics requires the integration of structural imaging with genomic data, a task that demands the collaborative infrastructure provided by NCEMS. Our transdisciplinary working group unites nuclear biologists, computational biophysicists, genomicists, and machine learning engineers. We have prioritized diverse scientific perspectives by recruiting team members from various career stages, geographic locations, and institutional backgrounds. This diversity will foster a dynamic environment capable of generating novel insights into complex nuclear networks. Training the next generation of researchers is a central focus of our initiative. Postdoctoral fellows and graduate students will receive rigorous cross-training in big data integration, AI-driven pattern recognition, and collaborative open science workflows. We commit to making all analytical pipelines, synthesized datasets, and predictive models publicly accessible via Zenodo and GitHub, ensuring full reproducibility. By synthesizing existing public data, this project will answer fundamental questions about how cells orchestrate the unexpected appearance of mesoscale nuclear structures, perfectly aligning with the NCEMS mission to catalyze discoveries in cellular emergence.",2026-03-17T16:47:43.724425
claude-opus-4-5,Decoding the Emergent Logic of Phase-Separated Condensates: A Multi-Scale Data Synthesis of Biomolecular Organization Principles,"Biomolecular condensates represent a paradigm shift in our understanding of cellular organization, yet the rules governing their emergent properties remain poorly understood. This proposal assembles a transdisciplinary team spanning structural biology, biophysics, computational biology, and systems biology to synthesize publicly available data across multiple scales to decode the organizational logic of phase-separated condensates. Our central hypothesis is that condensate properties emerge from predictable combinations of molecular features that can be identified through systematic integration of structural, sequence, interaction, and cellular imaging data.

We will integrate data from multiple public repositories including the Protein Data Bank (PDB), AlphaFold Database, PhaSePro, DrLLPS, STRING, BioGRID, and the Human Protein Atlas. Additionally, we will leverage cryo-electron tomography datasets from EMPIAR and single-molecule tracking data from public repositories. This integration spans molecular structure, protein-protein interactions, intrinsically disordered region annotations, post-translational modifications, and cellular localization patterns.

Our approach involves three interconnected aims. First, we will develop a comprehensive atlas of condensate-forming proteins by synthesizing sequence features, structural properties, and interaction networks. Machine learning approaches will identify molecular grammar rules that predict condensate formation propensity and material properties. Second, we will analyze spatial and temporal dynamics of condensates by integrating live-cell imaging datasets with proteomics and transcriptomics data to understand how condensate composition and properties respond to cellular states and perturbations. Third, we will construct multi-scale models linking molecular features to mesoscale organization and cellular function.

The project requires NCEMS support because it demands expertise spanning structural biology, bioinformatics, machine learning, biophysics, and cell biology that no single laboratory possesses. The data integration challenge alone requires computational infrastructure and expertise in harmonizing heterogeneous data types. Our team includes researchers from five institutions across three geographic regions, incorporating faculty at different career stages and from primarily undergraduate institutions.

Expected outcomes include: (1) a publicly available database linking molecular features to condensate properties, (2) predictive models for condensate behavior, (3) new hypotheses about condensate function testable by the broader community, and (4) analytical workflows for multi-scale data integration. All analysis code, integrated datasets, and findings will be made publicly available following FAIR principles.

Training is central to our mission. Graduate students and postdocs will participate in cross-laboratory exchanges, learning diverse computational and analytical approaches. We will host virtual workshops teaching data synthesis methods to the broader community. This project addresses a fundamental question in cellular organization: how do molecular properties give rise to mesoscale structures with emergent functions? By synthesizing existing data at unprecedented scale, we will generate insights impossible for individual laboratories and establish frameworks for future synthesis research in cellular organization.",2026-03-17T16:50:59.527363
claude-opus-4-5,"Temporal Emergence in Protein Interaction Networks: Synthesizing Dynamic Interactomics Across Cell Cycle, Circadian, and Stress Response Programs","Protein interaction networks are not static entities but dynamically rewire across time, yet most network analyses treat interactions as fixed. This proposal addresses a fundamental gap: understanding how temporal dynamics of protein interactions give rise to emergent cellular behaviors. We hypothesize that time-dependent network rewiring follows predictable patterns that enable cells to transition between functional states, and that these patterns can be decoded through synthesis of existing temporal proteomics, interactomics, and transcriptomics datasets.

Our multidisciplinary team brings together network scientists, systems biologists, chronobiologists, and computational biologists from six institutions to synthesize publicly available temporal datasets spanning cell cycle progression, circadian rhythms, and stress responses. We will integrate data from PRIDE, ProteomeXchange, GEO, ArrayExpress, BioGRID, IntAct, and published time-series studies. This includes phosphoproteomics capturing signaling dynamics, protein abundance measurements, interaction mapping studies, and single-cell RNA sequencing time courses.

The project pursues three synergistic aims. First, we will construct temporal protein interaction networks by integrating time-resolved proteomics with static interaction data, developing computational methods to infer interaction dynamics from protein abundance and modification changes. Second, we will identify conserved network motifs and rewiring patterns across different temporal programs, testing whether cells employ common strategies for network reorganization. Third, we will develop predictive models linking network dynamics to emergent cellular phenotypes such as cell division, metabolic switching, and stress adaptation.

This synthesis project requires NCEMS support for several reasons. The data integration challenge spans multiple data types, organisms, and experimental conditions requiring diverse expertise. No single laboratory has the breadth of knowledge needed to interpret patterns across cell cycle biology, circadian biology, and stress biology. The computational infrastructure for analyzing dynamic networks at this scale exceeds typical laboratory resources.

Our team composition reflects NCEMS values: researchers from R1 universities, primarily undergraduate institutions, and international collaborators; faculty spanning assistant to full professor ranks; and strong representation of early-career researchers. Geographic diversity spans East Coast, Midwest, and West Coast institutions.

Deliverables include: (1) a temporal protein interaction database with visualization tools, (2) software for inferring interaction dynamics from proteomics data, (3) a catalog of conserved network rewiring motifs, and (4) mechanistic models of temporal emergence. All resources will be publicly released with comprehensive documentation.

Training opportunities include graduate student rotations between laboratories, a summer workshop on temporal network analysis, and mentored research experiences for undergraduates from partner institutions. This project will establish foundational principles for understanding how molecular interaction dynamics give rise to emergent cellular behaviors across time.",2026-03-17T16:50:59.527373
