pair_type,proposal_key,match_method,human_reviewer,ai_model,cosine_similarity,sentiment_alignment,categorical_agreement,categorical_agreement_num,ai_model_1,ai_model_2,ai_model_pair,human_reviewer_1,human_reviewer_2
human-ai,Y1_11,fuzzy,human-reviewer-4,claude-opus-4-5,0.9615480899810791,0.9774453720882292,agree,2,,,,,
human-ai,Y1_11,fuzzy,human-reviewer-5,gpt-5.2,0.951347291469574,0.9510349412492269,partial,1,,,,,
human-ai,Y1_11,fuzzy,human-reviewer-5,gemini-3-pro-preview,0.9545320868492126,0.9734077847439916,agree,2,,,,,
human-ai,Y1_11,fuzzy,human-reviewer-5,claude-opus-4-5,0.9668635129928589,0.9704455266955266,agree,2,,,,,
ai-ai,Y1_11,fuzzy,,,0.9662454128265381,0.9776271565052352,partial,1,gpt-5.2,gemini-3-pro-preview,gemini-3-pro-preview vs gpt-5.2,,
ai-ai,Y1_11,fuzzy,,,0.9681523442268372,0.9805894145537002,partial,1,gpt-5.2,claude-opus-4-5,claude-opus-4-5 vs gpt-5.2,,
ai-ai,Y1_11,fuzzy,,,0.9725794792175293,0.997037741951535,agree,2,gemini-3-pro-preview,claude-opus-4-5,claude-opus-4-5 vs gemini-3-pro-preview,,
human-human,Y1_11,fuzzy,,,0.9638215899467468,0.9026685802343697,partial,1,,,,human-reviewer-1,human-reviewer-2
human-human,Y1_11,fuzzy,,,0.9513373374938965,0.9460442773600668,partial,1,,,,human-reviewer-1,human-reviewer-3
human-human,Y1_11,fuzzy,,,0.9698987603187561,0.9627591299677766,partial,1,,,,human-reviewer-1,human-reviewer-4
human-human,Y1_11,fuzzy,,,0.9299803972244263,0.955759284575074,partial,1,,,,human-reviewer-1,human-reviewer-5
human-human,Y1_11,fuzzy,,,0.9369175434112549,0.9566243028743029,agree,2,,,,human-reviewer-2,human-reviewer-3
human-human,Y1_11,fuzzy,,,0.9713609218597412,0.9399094502665931,agree,2,,,,human-reviewer-2,human-reviewer-4
human-human,Y1_11,fuzzy,,,0.9349296689033508,0.9469092956592956,agree,2,,,,human-reviewer-2,human-reviewer-5
human-human,Y1_11,fuzzy,,,0.9455325603485107,0.9832851473922902,agree,2,,,,human-reviewer-3,human-reviewer-4
human-human,Y1_11,fuzzy,,,0.883680522441864,0.9902849927849928,agree,2,,,,human-reviewer-3,human-reviewer-5
human-human,Y1_11,fuzzy,,,0.9310727119445801,0.9930001546072974,agree,2,,,,human-reviewer-4,human-reviewer-5
human-ai,Y1_12,exact,human-reviewer-1,gpt-5.2,0.9131395816802979,0.96349302828954,partial,1,,,,,
human-ai,Y1_12,exact,human-reviewer-1,gemini-3-pro-preview,0.918265163898468,0.9494059644059644,partial,1,,,,,
human-ai,Y1_12,exact,human-reviewer-1,claude-opus-4-5,0.9315755367279053,0.9361934470758,partial,1,,,,,
human-ai,Y1_12,exact,human-reviewer-2,gpt-5.2,0.9416460394859314,0.9696537425752542,partial,1,,,,,
human-ai,Y1_12,exact,human-reviewer-2,gemini-3-pro-preview,0.9316413402557373,0.9555666786916787,partial,1,,,,,
human-ai,Y1_12,exact,human-reviewer-2,claude-opus-4-5,0.9555863738059998,0.9423541613615143,partial,1,,,,,
human-ai,Y1_12,exact,human-reviewer-3,gpt-5.2,0.942528247833252,0.9956330019302403,agree,2,,,,,
human-ai,Y1_12,exact,human-reviewer-3,gemini-3-pro-preview,0.9254496693611145,0.9902799341861842,agree,2,,,,,
human-ai,Y1_12,exact,human-reviewer-3,claude-opus-4-5,0.950452446937561,0.9770674168560198,agree,2,,,,,
ai-ai,Y1_12,exact,,,0.9576284289360046,0.9859129361164245,agree,2,gpt-5.2,gemini-3-pro-preview,gemini-3-pro-preview vs gpt-5.2,,
ai-ai,Y1_12,exact,,,0.9649125337600708,0.9727004187862601,agree,2,gpt-5.2,claude-opus-4-5,claude-opus-4-5 vs gpt-5.2,,
ai-ai,Y1_12,exact,,,0.9839650392532349,0.9867874826698356,agree,2,gemini-3-pro-preview,claude-opus-4-5,claude-opus-4-5 vs gemini-3-pro-preview,,
human-human,Y1_12,exact,,,0.9280531406402588,0.9938392857142857,agree,2,,,,human-reviewer-1,human-reviewer-2
human-human,Y1_12,exact,,,0.9374977350234985,0.9591260302197803,partial,1,,,,human-reviewer-1,human-reviewer-3
human-human,Y1_12,exact,,,0.9616439342498779,0.9652867445054945,partial,1,,,,human-reviewer-2,human-reviewer-3
