model,author,title,abstract,generated_at,source_file
gemini-3-pro-preview,gemini-3-pro-preview,Swarm Intelligence in Mitochondrial Networks: Deciphering the Voting Rules of Organelle Fusion,"Mitochondria exist as dynamic networks that undergo frequent fusion and fission to maintain metabolic health. However, the collective 'decision-making' process—how the network 'knows' which mitochondria to fuse or degrade—is unknown. This project proposes that mitochondrial networks exhibit 'swarm intelligence,' similar to social insect colonies, where local interactions lead to global optimization of energy production. We will synthesize thousands of publicly available mitochondrial morphology images with parallel metabolic flux datasets and calcium signaling records. Using Reinforcement Learning (RL) agents, we will reverse-engineer the 'voting rules' that govern organelle behavior. We hypothesize that mitochondria integrate local energy stress signals into a consensus-based fusion response. This project leverages diverse data from various physiological states (stress vs. homeostasis) to identify universal emergent behaviors in mitochondrial networks. The collaboration between AI experts and mitochondrial biologists will result in a novel framework for understanding organelle sociality, providing postdocs with advanced skills in biological agent-based modeling.",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,The Logic of Cellular Noise: Emergent Robustness in Stochastic Signaling Environments,"Biological systems are inherently noisy at the molecular level, yet they produce remarkably robust cellular outcomes. This project challenges the view of noise as a nuisance, proposing instead that 'stochastic resonance' is an emergent property necessary for mesoscale stability. We will synthesize single-cell transcriptomics, proteomics fluctuation data, and time-lapse live-cell imaging of signaling cascades (e.g., NF-κB or p53). By applying Information Theory and stochastic modeling, we will determine if specific 'noise signatures' are conserved across different cell types and species. We aim to find the 'Criticality Point' where molecular randomness facilitates rapid state-switching in cells. This synthesis requires integrating disparate time-series data into a unified statistical manifold. The project will bridge the gap between statistical physics and cell biology, training students in the emerging field of stochastic biological engineering. The result will be a fundamental law of how biological complexity emerges from, and is stabilized by, underlying molecular chaos.",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,The Evolutionary Persistence of Disorder: Emergent Mesoscale Functions of Intrinsically Disordered Regions,"Intrinsically Disordered Regions (IDRs) in proteins often show low sequence conservation but high functional conservation in forming phase-separated condensates. This project will synthesize phyloproteomic data across 500 species with biophysical databases of known phase-separating proteins. Using Large Language Models (LLMs) and Graph Neural Networks, we will identify 'Hidden Conserved Motifs' within IDRs that dictate the physical properties (viscosity, surface tension) of emergent mesoscale phases. We hypothesize that the 'grammar' of disorder is a primary driver of organelle evolution. This community-scale synthesis will integrate evolutionary biology with soft-matter physics to solve the puzzle of how disordered sequences produce highly ordered mesoscale structures. The collaboration will include evolutionary biologists and computational biophysicists, fostering a transdisciplinary perspective on the origin of cellular complexity. The project will produce an open-access map of the 'IDR-Phase Space,' allowing researchers to predict the mesoscale impact of any disordered protein mutation.",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,Complexity from Simplification: Identifying the 'Minimum Viable Mesoscale' in Minimal Cells,"What is the simplest possible architecture required for a cell to function? By synthesizing the comprehensive datasets available for the minimal cell (JCVI-syn3.0) and comparing them to wild-type Mycoplasma and higher eukaryotes, this project aims to identify the essential emergent properties of life. We will integrate metabolic models, proteomics, and 3D structural maps of minimal cells to determine which mesoscale structures (e.g., protein clusters, membrane domains) are non-negotiable for survival. We hypothesize that even in a 'minimal' genome, complexity emerges through the physical crowding and spatial coordination of limited parts. This project addresses the fundamental question of biological scaling. It requires a massive synthesis of multiple -omics layers and biophysical simulations. The resulting 'Minimal Mesoscale Blueprint' will serve as a guide for synthetic biology and our understanding of the origins of life. Trainees will work at the cutting edge of synthetic and systems biology, learning to extract high-order principles from simplified biological models.",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,The High-Pressure Mesoscale: Emergent Mechanical Stability in Deep-Sea Piezophiles,"Deep-sea organisms thrive under pressures that would denature the proteins and collapse the organelles of surface-dwelling life. This project will synthesize the proteomics, lipidomics, and structural data of deep-sea microbes (piezophiles) versus their shallow-water relatives. We aim to identify the 'Piezophilic Emergence Rules'—the specific mesoscale adaptations, such as altered membrane packing and specialized protein scaffolds, that utilize high pressure as a stabilizing force rather than a stressor. Using multi-scale molecular dynamics (MD) simulations and AI-driven manifold learning, we will model how these organisms maintain cellular fluidity and organelle integrity. This synthesis is only possible by leveraging global oceanographic and genomic databases. The work will clarify how extreme environmental constraints drive the emergence of novel biological architectures. This project will bring together marine biologists and biophysicists, providing trainees with a unique perspective on the physical limits of life and the adaptability of mesoscale systems.",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,The Protein-to-Phase Transition Map: Synthesis of Pathological Mesoscale Shifts,"Many diseases, particularly neurodegenerative and certain cancers, are increasingly seen as 'mesoscale disorders' involving the transition of liquid-like condensates into solid-like aggregates. This project will synthesize the ClinVar database (human genetic variants) with phase-separation databases and disease-specific proteomic profiles. Using Graph Neural Networks, we will build a predictive 'Phase Transition Map' to identify which genetic mutations are most likely to disrupt mesoscale organization. We hypothesize that disease states are characterized by a 'viscosity tipping point' in the cytoplasm. This synthesis integrates clinical data with fundamental cell biology to provide a novel diagnostic toolkit for identifying early-stage mesoscale pathologies. The project requires the collaboration of clinical geneticists and computational biologists. Trainees will lead the development of an open-access diagnostic pipeline, promoting the principles of team science and reproducible research in the context of human health.",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,The Geometry of the Metabolome: Mapping Small-Molecule Microenvironments,"Metabolism is often studied as a bulk 'well-mixed' process, yet enzymes are spatially organized into mesoscale metabolons. This project will synthesize MALDI-imaging (spatial metabolomics), Cryo-ET (structural topology), and metabolic flux data to create the first 3D 'Metabolic Landscape' of the cell. We will test the hypothesis that the local geometry of organelle membranes and protein scaffolds creates 'chemical micro-pockets' where metabolic reactions are accelerated beyond bulk rates. By applying Computer Vision to spatial metabolomic data, we will map the concentration gradients of key metabolites relative to mesoscale structures. This project solves the long-standing puzzle of metabolic efficiency in the crowded cytoplasm. It requires a synthesis center approach to integrate imaging and -omics data from diverse laboratories. Trainees will gain experience in spatial statistics and high-resolution imaging analysis, preparing them for the future of 'spatial biology.'",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,Coordination of Mitochondrial and ER Shapes: The Mechanical 'Gear Ratio' of Organelle Interfaces,"The endoplasmic reticulum (ER) and mitochondria form extensive contact sites (MAMs) that are essential for lipid exchange and calcium signaling. However, how these two distinct organelle networks coordinate their large-scale morphologies remains unknown. This project will synthesize 3D Electron Microscopy (EM) volumes and live-cell dual-channel imaging data across multiple cell types and stress conditions. We aim to define the 'Mechanical Coupling Rules'—the physical constraints that ensure the ER 'follows' mitochondrial remodeling. Using Topology Data Analysis (TDA), we will quantify the 'gear ratio' between ER tubule density and mitochondrial branching. This synthesis addresses the emergent mechanical coordination between organelles, a problem too large for a single lab's imaging capacity. The project will bridge structural biology and mechanics, training students in the quantitative analysis of organelle dynamics and network topology.",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,Giant Viruses as Mesoscale Organelles: Synthesis of Viral Factory Emergence,"Giant viruses (e.g., Mimivirus) create massive 'viral factories' within host cells—structures that are as large and complex as traditional organelles but assembled within hours. This project will synthesize host-pathogen proteomic data and time-course imaging of viral factory assembly. We will treat the viral factory as a temporary cellular organelle to identify the 'Assembly Accelerators' that allow such rapid mesoscale emergence. We hypothesize that viruses exploit existing host phase-separation mechanisms to 'hijack' mesoscale organization. This synthesis will provide insights into the minimum requirements for organelle formation and the logic of host-pathogen competition at the mesoscale. The project requires a transdisciplinary team of virologists, biophysicists, and computational biologists. Trainees will explore the frontiers of viral biology and synthetic cell architecture, contributing to a deeper understanding of cellular self-assembly under extreme conditions.",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,Cilia as Information Antennas: The Mesoscale Logic of Signal Transduction,"Primary cilia are isolated mesoscale structures that act as the cell's 'antennas.' While their components are known, how they integrate multiple disparate signals (light, flow, ligands) into a single cellular decision is a mystery. This project will synthesize ciliary proteomics, electrophysiology data, and single-cell signaling records. Using Information Theory, we will model the cilium as a signal-processing unit, identifying the 'logic gates' formed by the spatial arrangement of receptors and kinases within the ciliary membrane. We hypothesize that the cilium's geometry facilitates a specific 'signal-to-noise' ratio that is essential for development. This project integrates biophysics, engineering, and cell biology to solve a long-standing puzzle in cellular communication. Trainees will gain expertise in signal processing and quantitative biophysics, applying engineering principles to the study of a specialized mesoscale organelle.",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,Mesoscale Dynamics in Desiccated States: Information Preservation in Anhydrobiosis,"Tardigrades and certain seeds can survive near-total water loss, entering a 'glassy' state where biological time essentially stops. How the mesoscale architecture of the cell is preserved without water—and how it 'reboots' upon rehydration—is a profound mystery of emergence. This project will synthesize proteomics and structural data from anhydrobiotic organisms (tardigrades, rotifers, brine shrimp) in both hydrated and desiccated states. We will use AI to identify 'Desiccation-Tolerance Motifs' in proteins that form protective mesoscale lattices. We hypothesize that the emergence of a 'biological glass' preserves cellular information by preventing the collapse of protein-complex topographies. This synthesis spans across phylogenies to find universal rules for structural preservation. The project will bridge biophysics and extremophile biology, training students in the analysis of non-equilibrium biological states and the future of bio-preservation technology.",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,LLMs for Protein Social Networks: Predicting Context-Dependent Emergent Interactions,"Traditional Protein-Protein Interaction (PPI) maps are static and ignore cellular context (e.g., pH, location, cell type). This project will use Large Language Model (LLM) architectures to analyze the 'grammar' of protein interactions by synthesizing millions of data points from PPI databases, literature, and spatial proteomics. We will treat proteins as 'words' and complexes as 'sentences' to predict how the social network of proteins changes in different mesoscale environments. We hypothesize that 'Context-Aware Transformers' can predict the emergence of new complexes that have never been observed in vitro. This project requires a massive synthesis of existing data to move beyond binary interactions to a 'Contextual Proteome.' The collaboration between NLP experts and systems biologists will create a new analytical toolkit for the community. Trainees will be at the forefront of AI-driven biological discovery, learning to build and fine-tune biological LLMs.",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,Graph Neural Networks for Metabolic Flow: Identifying Emergent Hubs in Cellular Flux,"Cellular metabolism is more than the sum of its enzymes; it is a dynamic, emergent flow through a complex network. This project will synthesize global metabolomics, proteomics, and flux-balance analysis (FBA) data to model the cell as a dynamic graph. Using Graph Neural Networks (GNNs), we will identify 'Emergent Metabolic Hubs'—points where the network behavior cannot be predicted from individual enzyme kinetics. We hypothesize that these hubs are stabilized by mesoscale enzymatic clusters (metabolons) that change their connectivity in response to energy stress. This synthesis will solve the long-standing puzzle of how cells maintain metabolic homeostasis across vast physiological shifts. The project requires the integration of diverse datasets from hundreds of conditions. Trainees will learn to apply advanced GNNs to biological flux, bridging the gap between metabolic engineering and AI.",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,Topological Data Analysis (TDA) of the Cytoskeleton: Quantifying Mesoscale Strength and Resilience,"The cytoskeleton provides the cell with its mechanical integrity, yet we lack a quantitative 'metric of resilience' for these networks. This project will synthesize thousands of actin and microtubule images from diverse cell types (muscle, neurons, fibroblasts) and apply Topological Data Analysis (TDA) to quantify their connectivity, 'holes,' and 'loops.' We aim to find the 'Topological Signature of Strength'—the specific arrangement of filaments that maximizes mechanical stability while minimizing protein cost. We hypothesize that cells optimize their cytoskeletal topology to reach a 'percolation threshold' that defines their mechanical identity. This community-scale synthesis will integrate math, physics, and cell biology. Trainees will gain expertise in TDA, a cutting-edge mathematical tool, and its application to biological architecture. The output will be a 'Cytoskeletal Resilience Index' for diagnosing structural failures in aging and disease.",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,Computer Vision for Cryo-ET Discovery: Uncovering 'Unidentified Cellular Objects' (UCOs),"Cryo-Electron Tomography (Cryo-ET) provides high-resolution views of the cellular interior, but much of the 'noise' in these images may actually be unidentified mesoscale structures. This project will use unsupervised Computer Vision and Deep Learning to scan raw Cryo-ET repositories (like EMPIAR) to identify 'Unidentified Cellular Objects' (UCOs)—recurring protein or lipid structures that have not yet been annotated. We hypothesize that the 'dark matter' of the cell contains thousands of organized mesoscale assemblies that standard analysis overlooks. This synthesis project will create an automated discovery pipeline for the entire community. It requires the integration of vast amounts of raw imaging data with existing structural databases. The collaboration between computer vision experts and structural biologists will redefine how we explore the cellular interior. Trainees will lead the effort in 'digital discovery,' training AI to see what human experts might miss.",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,Universal Rhythms of Condensates: The Temporal Emergence of Nucleolar Oscillations,"Biological condensates like the nucleolus are not static; they exhibit rhythmic fluctuations in size, density, and activity. This project will synthesize time-lapse imaging of nucleoli across diverse eukaryotes (from yeast to humans) to find 'Universal Temporal Laws' of condensate behavior. We hypothesize that nucleolar oscillations are coupled to the cell cycle and metabolic state through a conserved physical mechanism. Using signal processing and manifold learning, we will determine if these rhythms are an emergent property of the phase-separated state itself. This synthesis moves beyond descriptive 'snapshots' to a dynamic understanding of mesoscale time. It requires a collaborative effort to integrate disparate temporal datasets. Trainees will gain skills in time-series analysis and biological physics, uncovering the 'metronome' that governs mesoscale organization.",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,The Energetic Efficiency of Membrane Folding: Surface-Area Laws Across Organelles,"Organelles like mitochondria and chloroplasts maximize their functional surface area through complex membrane folding (cristae and thylakoids). This project will synthesize structural data from across the tree of life to identify the 'Universal Law of Membrane Efficiency.' We will use physics-based modeling to determine the energetic 'cost' of different folding geometries and the metabolic 'benefit' they provide. We hypothesize that there is a universal 'Optimal Folding Ratio' that organelles converge upon to maximize ATP production. This community-scale synthesis integrates bioenergetics with geometry. The project will bridge plant and animal biology, training students in the comparative analysis of energy-harvesting systems. The result will be a fundamental understanding of how the mesoscale geometry of membranes emerges to optimize cellular energy flux.",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,Quantum Effects in the Mesoscale: Synthesis of Biological Coherence in Signaling Complexes,"While quantum biology is often associated with photosynthesis, there is emerging evidence that quantum coherence might play a role in other mesoscale signaling complexes, such as bird navigation proteins or photon-harvesting units in the retina. This project will synthesize biophysical data and spectroscopic records of these specialized complexes to test for 'Emergent Quantum Properties.' Using physics-informed neural networks, we will model how the spatial arrangement of proteins at the mesoscale supports or suppresses quantum coherence. We hypothesize that specific mesoscale architectures act as 'quantum shields' against cellular noise. This high-risk synthesis will integrate quantum physics with molecular biology. Trainees will work at the absolute frontier of science, learning to use AI to find quantum signatures in biological datasets. This could lead to a transformative understanding of the limits of biological information processing.",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,The 'Softness' of Cancer Mesoscales: Defining Malignancy Through Viscosity Metrics,"Cancer cells often exhibit altered mechanical properties, but we lack a comprehensive 'Viscosity Map' of the malignant mesoscale. This project will synthesize microrheology data (cell stiffness) with proteomics and imaging of the cytoskeleton and condensates across hundreds of cancer cell lines. We aim to identify the 'Malignancy Viscosity Signature'—a specific state of mesoscale 'softness' that enables metastasis. We hypothesize that cancer emergence is driven by a physical phase-shift that allows for rapid structural remodeling. This synthesis project will provide a new physical lens for understanding cancer progression. It requires the integration of biophysical measurements with large-scale cancer-omics. Trainees will bridge oncology and biophysics, developing a 'Mechanical Biopsy' toolkit for the research community.",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,Evolution of the Centrosome as a Computational Hub: Logic Gates in Centrosomal Proteomes,"The centrosome is the microtubule-organizing center, but it also serves as a signaling scaffold. This project will synthesize centrosomal proteomes across the eukaryotic tree to identify how its 'computational capacity' has evolved. Using Graph Theory, we will model the centrosome as a 'network router' that integrates cell-cycle signals. We hypothesize that the evolution of complex life was enabled by the emergence of specific 'Logic Gates' within the centrosome that allow for more sophisticated spatial decisions. This synthesis addresses the evolutionary origin of cellular intelligence. It requires a massive integration of phylogenetic and proteomic data. Trainees will gain expertise in evolutionary cell biology and network modeling, uncovering the 'hardware' of cellular logic.",,gemini-ideas-how-to-think.json
gemini-3-pro-preview,gemini-3-pro-preview,The Thermoelectric Cell: Temperature Gradients as Drivers of Mesoscale Organization,"Active metabolism generates heat, and intracellular temperature gradients may exist at the mesoscale. This project will synthesize data from fluorescent thermometry and metabolic flux records to investigate if cells utilize 'Thermal Emergence.' We hypothesize that temperature gradients across membranes and large complexes drive the spatial organization of the cell through thermophoresis (movement in response to temperature). Using manifold learning, we will correlate local heat production with the positioning of organelles. This project explores a completely new dimension of cellular organization: the 'Thermodynamic Map' of the cell. It requires a synthesis of biophysics and high-resolution sensing data. Trainees will explore the intersections of thermodynamics and cell biology, developing models for how thermal energy is harnessed for mesoscale assembly.",,gemini-ideas-how-to-think.json
gpt-5.2,gpt-5.2,"Phase transitions as cellular decision points across stress granules, P-bodies, and nucleoli","This working group asks how phase transitions as cellular decision points across stress granules, p-bodies, and nucleoli can be understood as an emergent property that links molecular composition to mesoscale organization and cellular outcome. The scientific question is not simply whether particular molecules, organelles, or pathways are associated with a phenotype, but whether publicly available datasets can reveal rules by which many molecular parts collectively produce a new, system-level behavior at the scale between biomolecules and organelles. The project is designed for the NCEMS model because the relevant evidence is scattered across incompatible imaging repositories, omics studies, perturbation resources, structural annotations, and specialized literatures; no single laboratory is likely to have the biological breadth, data-engineering capacity, and methodological expertise to integrate them.

The group would synthesize existing public data centered on imaging + proteomics, prioritizing datasets with reusable metadata, perturbation or state annotations, and links to downstream cellular phenotypes. Depending on availability, sources could include public cell atlases, the Human Protein Atlas Cell Atlas, EMBL-EBI and NCBI functional genomics repositories, BioImage Archive or Image Data Resource collections, PRIDE/MassIVE proteomics datasets, public CRISPR or RNAi screens, AlphaFold/PDB-derived structural features, and curated pathway or protein-interaction resources. The core analytic strategy would be causal discovery: harmonizing measurements into a common representation; explicitly modeling uncertainty, batch effects, and missingness; and testing whether mesoscale variables explain cellular outcomes above and beyond molecular abundance alone. The biological scope would focus on cross-kingdom/cross-species while deliberately including comparison cases that prevent the group from mistaking a narrow model-system pattern for a general law.

The novel element is the unit of explanation. Instead of treating mesoscale organization as an image label, downstream readout, or anecdotal mechanism, the working group would make it the primary object of synthesis: a measurable layer where composition, space, time, energy, information, and motion combine. The expected product is a predictive atlas that is open, versioned, and reusable, with transparent workflows, community-agreed metadata standards, and tutorials for trainees. The project would bring together cell biologists, biophysicists, imaging scientists, omics researchers, statisticians, machine-learning researchers, data curators, and trainees across institution types. Training would occur through hackathon-style data sprints, reproducible workflow clinics, and rotating trainee leadership of cross-dataset validation tasks. The anticipated contribution is both scientific and infrastructural: a defensible answer to a specific emergence question, plus a generalizable synthesis strategy that helps the molecular and cellular biosciences reuse public data to discover phenomena that only become visible when datasets, disciplines, and scales are brought together.",,gpt-ideas-how-to-think.json
gpt-5.2,gpt-5.2,The mesoscale grammar of organelle contact sites in metabolic state changes,"This working group asks how the mesoscale grammar of organelle contact sites in metabolic state changes can be understood as an emergent property that links molecular composition to mesoscale organization and cellular outcome. The scientific question is not simply whether particular molecules, organelles, or pathways are associated with a phenotype, but whether publicly available datasets can reveal rules by which many molecular parts collectively produce a new, system-level behavior at the scale between biomolecules and organelles. The project is designed for the NCEMS model because the relevant evidence is scattered across incompatible imaging repositories, omics studies, perturbation resources, structural annotations, and specialized literatures; no single laboratory is likely to have the biological breadth, data-engineering capacity, and methodological expertise to integrate them.

The group would synthesize existing public data centered on imaging + proteomics, prioritizing datasets with reusable metadata, perturbation or state annotations, and links to downstream cellular phenotypes. Depending on availability, sources could include public cell atlases, the Human Protein Atlas Cell Atlas, EMBL-EBI and NCBI functional genomics repositories, BioImage Archive or Image Data Resource collections, PRIDE/MassIVE proteomics datasets, public CRISPR or RNAi screens, AlphaFold/PDB-derived structural features, and curated pathway or protein-interaction resources. The core analytic strategy would be foundation-model representation learning: harmonizing measurements into a common representation; explicitly modeling uncertainty, batch effects, and missingness; and testing whether mesoscale variables explain cellular outcomes above and beyond molecular abundance alone. The biological scope would focus on human disease cells while deliberately including comparison cases that prevent the group from mistaking a narrow model-system pattern for a general law.

The novel element is the unit of explanation. Instead of treating mesoscale organization as an image label, downstream readout, or anecdotal mechanism, the working group would make it the primary object of synthesis: a measurable layer where composition, space, time, energy, information, and motion combine. The expected product is a predictive atlas that is open, versioned, and reusable, with transparent workflows, community-agreed metadata standards, and tutorials for trainees. The project would bring together cell biologists, biophysicists, imaging scientists, omics researchers, statisticians, machine-learning researchers, data curators, and trainees across institution types. Training would occur through hackathon-style data sprints, reproducible workflow clinics, and rotating trainee leadership of cross-dataset validation tasks. The anticipated contribution is both scientific and infrastructural: a defensible answer to a specific emergence question, plus a generalizable synthesis strategy that helps the molecular and cellular biosciences reuse public data to discover phenomena that only become visible when datasets, disciplines, and scales are brought together.",,gpt-ideas-how-to-think.json
gpt-5.2,gpt-5.2,When condensates age: a public-data synthesis of liquid-to-solid transitions,"This working group asks how when condensates age: a public-data synthesis of liquid-to-solid transitions can be understood as an emergent property that links molecular composition to mesoscale organization and cellular outcome. The scientific question is not simply whether particular molecules, organelles, or pathways are associated with a phenotype, but whether publicly available datasets can reveal rules by which many molecular parts collectively produce a new, system-level behavior at the scale between biomolecules and organelles. The project is designed for the NCEMS model because the relevant evidence is scattered across incompatible imaging repositories, omics studies, perturbation resources, structural annotations, and specialized literatures; no single laboratory is likely to have the biological breadth, data-engineering capacity, and methodological expertise to integrate them.

The group would synthesize existing public data centered on structural/sequence biophysics, prioritizing datasets with reusable metadata, perturbation or state annotations, and links to downstream cellular phenotypes. Depending on availability, sources could include public cell atlases, the Human Protein Atlas Cell Atlas, EMBL-EBI and NCBI functional genomics repositories, BioImage Archive or Image Data Resource collections, PRIDE/MassIVE proteomics datasets, public CRISPR or RNAi screens, AlphaFold/PDB-derived structural features, and curated pathway or protein-interaction resources. The core analytic strategy would be mechanistic simulation/data assimilation: harmonizing measurements into a common representation; explicitly modeling uncertainty, batch effects, and missingness; and testing whether mesoscale variables explain cellular outcomes above and beyond molecular abundance alone. The biological scope would focus on human disease cells while deliberately including comparison cases that prevent the group from mistaking a narrow model-system pattern for a general law.

The novel element is the unit of explanation. Instead of treating mesoscale organization as an image label, downstream readout, or anecdotal mechanism, the working group would make it the primary object of synthesis: a measurable layer where composition, space, time, energy, information, and motion combine. The expected product is a theory/model that is open, versioned, and reusable, with transparent workflows, community-agreed metadata standards, and tutorials for trainees. The project would bring together cell biologists, biophysicists, imaging scientists, omics researchers, statisticians, machine-learning researchers, data curators, and trainees across institution types. Training would occur through hackathon-style data sprints, reproducible workflow clinics, and rotating trainee leadership of cross-dataset validation tasks. The anticipated contribution is both scientific and infrastructural: a defensible answer to a specific emergence question, plus a generalizable synthesis strategy that helps the molecular and cellular biosciences reuse public data to discover phenomena that only become visible when datasets, disciplines, and scales are brought together.",,gpt-ideas-how-to-think.json
gpt-5.2,gpt-5.2,Collective cytoskeletal excitability as an emergent cellular computation,"This working group asks how collective cytoskeletal excitability as an emergent cellular computation can be understood as an emergent property that links molecular composition to mesoscale organization and cellular outcome. The scientific question is not simply whether particular molecules, organelles, or pathways are associated with a phenotype, but whether publicly available datasets can reveal rules by which many molecular parts collectively produce a new, system-level behavior at the scale between biomolecules and organelles. The project is designed for the NCEMS model because the relevant evidence is scattered across incompatible imaging repositories, omics studies, perturbation resources, structural annotations, and specialized literatures; no single laboratory is likely to have the biological breadth, data-engineering capacity, and methodological expertise to integrate them.

The group would synthesize existing public data centered on imaging + proteomics, prioritizing datasets with reusable metadata, perturbation or state annotations, and links to downstream cellular phenotypes. Depending on availability, sources could include public cell atlases, the Human Protein Atlas Cell Atlas, EMBL-EBI and NCBI functional genomics repositories, BioImage Archive or Image Data Resource collections, PRIDE/MassIVE proteomics datasets, public CRISPR or RNAi screens, AlphaFold/PDB-derived structural features, and curated pathway or protein-interaction resources. The core analytic strategy would be causal discovery: harmonizing measurements into a common representation; explicitly modeling uncertainty, batch effects, and missingness; and testing whether mesoscale variables explain cellular outcomes above and beyond molecular abundance alone. The biological scope would focus on model organisms while deliberately including comparison cases that prevent the group from mistaking a narrow model-system pattern for a general law.

The novel element is the unit of explanation. Instead of treating mesoscale organization as an image label, downstream readout, or anecdotal mechanism, the working group would make it the primary object of synthesis: a measurable layer where composition, space, time, energy, information, and motion combine. The expected product is a theory/model that is open, versioned, and reusable, with transparent workflows, community-agreed metadata standards, and tutorials for trainees. The project would bring together cell biologists, biophysicists, imaging scientists, omics researchers, statisticians, machine-learning researchers, data curators, and trainees across institution types. Training would occur through hackathon-style data sprints, reproducible workflow clinics, and rotating trainee leadership of cross-dataset validation tasks. The anticipated contribution is both scientific and infrastructural: a defensible answer to a specific emergence question, plus a generalizable synthesis strategy that helps the molecular and cellular biosciences reuse public data to discover phenomena that only become visible when datasets, disciplines, and scales are brought together.",,gpt-ideas-how-to-think.json
gpt-5.2,gpt-5.2,A cross-species atlas of organelle size homeostasis and scaling laws,"This working group asks how a cross-species atlas of organelle size homeostasis and scaling laws can be understood as an emergent property that links molecular composition to mesoscale organization and cellular outcome. The scientific question is not simply whether particular molecules, organelles, or pathways are associated with a phenotype, but whether publicly available datasets can reveal rules by which many molecular parts collectively produce a new, system-level behavior at the scale between biomolecules and organelles. The project is designed for the NCEMS model because the relevant evidence is scattered across incompatible imaging repositories, omics studies, perturbation resources, structural annotations, and specialized literatures; no single laboratory is likely to have the biological breadth, data-engineering capacity, and methodological expertise to integrate them.

The group would synthesize existing public data centered on single-cell/spatial omics, prioritizing datasets with reusable metadata, perturbation or state annotations, and links to downstream cellular phenotypes. Depending on availability, sources could include public cell atlases, the Human Protein Atlas Cell Atlas, EMBL-EBI and NCBI functional genomics repositories, BioImage Archive or Image Data Resource collections, PRIDE/MassIVE proteomics datasets, public CRISPR or RNAi screens, AlphaFold/PDB-derived structural features, and curated pathway or protein-interaction resources. The core analytic strategy would be comparative phylogenetic synthesis: harmonizing measurements into a common representation; explicitly modeling uncertainty, batch effects, and missingness; and testing whether mesoscale variables explain cellular outcomes above and beyond molecular abundance alone. The biological scope would focus on cross-kingdom/cross-species while deliberately including comparison cases that prevent the group from mistaking a narrow model-system pattern for a general law.

The novel element is the unit of explanation. Instead of treating mesoscale organization as an image label, downstream readout, or anecdotal mechanism, the working group would make it the primary object of synthesis: a measurable layer where composition, space, time, energy, information, and motion combine. The expected product is a predictive atlas that is open, versioned, and reusable, with transparent workflows, community-agreed metadata standards, and tutorials for trainees. The project would bring together cell biologists, biophysicists, imaging scientists, omics researchers, statisticians, machine-learning researchers, data curators, and trainees across institution types. Training would occur through hackathon-style data sprints, reproducible workflow clinics, and rotating trainee leadership of cross-dataset validation tasks. The anticipated contribution is both scientific and infrastructural: a defensible answer to a specific emergence question, plus a generalizable synthesis strategy that helps the molecular and cellular biosciences reuse public data to discover phenomena that only become visible when datasets, disciplines, and scales are brought together.",,gpt-ideas-how-to-think.json
